Sample_ID	Real_Sample_ID
E14B1	Per1
E14B2	Per2
E14B3	Per4
E14B4	Per5
E14B5	Per3
E14B6	Per6
E14B7	Per7
E14H1	Liv1
E14L1	LN3
E14L2	LN1
E14L3	LN2
E14N1	Normal1
E14N2	Normal2
E14N3	Normal3
E14P1	PT1
E14P10	PT9
E14P11	PT10
E14P2	TD3
E14P3	PT2
E14P4	PT3
E14P5	PT4
E14P6	PT5
E14P7	PT6
E14P8	PT7
E14P9	PT8
E14X1	TD1a
E14X2	TD1b
E14X3	TD2
