Sample_ID	Real_Sample_ID
E6H1a	Liv1a
E6H1b	Liv1b
E6H2a	Liv2a
E6H2b	Liv2b
E6H3a	Liv3a
E6H3b	Liv3b
E6H3c	Liv3c
E6L2	LN1
E6N2	Normal1
E6N1	Normal2
E6OL	OvH1
E6B2	Per1
E6B3	Per2
E6B4	Per3
E6B5	Per4
E6B7d	Per5a
E6B7c	Per5b
E6B7b	Per5d
E6B7a	Per5c
E6B1	Per6
E6P1	PT1
E6P10	PT10
E6P3	PT2
E6P4	PT3
E6P5	PT4
E6P6	PT5
E6P7	PT6
E6P8	PT7
E6P9	PT8
E6P2	PT9
E6L1a	TD1
