Sample_ID	Real_Sample_ID
E11B1	Per1
E11B2a	Per3a
E11B2b	Per3b
E11B2c	Per3c
E11B3	Per4
E11B4	Per2
E11H1	Liv1
E11L1	LN5
E11L2p	LN1
E11L2s	LN7a
E11L3	LN3
E11L5	LN4
E11L6	LN2
E11L7	LN6
E11N2	Normal2
E11N4	Normal1
E11N6	Normal3
E11P1	PTa1
E11P10	PTb5
E11P11	PTb6
E11P13	PTb1
E11P2	PTa3
E11P3	PTa2
E11P4	PTa10
E11P5	PTa11
E11P6	PTa12
E11P7	PTb2
E11P8	PTb3
E11P9	PTb4
E11X2	TD1
E11X3	TD3
E11X4	TD2
