Sample_ID	Real_Sample_ID
E13B4	Per1
E13B5	Per2
E13H1a	Liv1a
E13H1b	Liv1b
E13H1c	Liv1c
E13H1d	Liv1d
E13H1e	Liv1e
E13L1	LN1
E13N1	Normal1
E13N2	Normal2
E13OLa	OvH1e
E13OLb	OvH1b
E13OLc	OvH1a
E13OLd	OvH1d
E13OLe	OvH1c
E13ORa	OvH2a
E13ORb	OvH2b
E13ORc	OvH2c
E13ORd	OvH2d
E13P1	PT1
E13P2	PT2
E13P3	PT7
E13P4	PT8
E13P5	PT3
E13P6	PT9
E13P7	PT4
E13P8	PT5
E13P9	PT6
E13X1	TD1
E13X2	TD2
E13X3	Per3
