Sample_ID	Real_Sample_ID
E2A1a	Lun1a
E2A1b	Lun1b
E2A2a	Lun2a
E2A2b	Lun2b
E2B1a	Per1a
E2B1b	Per1b
E2B2a	Per2a
E2B2c	Per2b
E2B3b	Per3a
E2B3c	Per3b
E2L1	TD2
E2L2	LN1
E2L3	TD3
E2L4	LN2
E2N1	Normal1
E2N3	Normal2
E2N2	Normal3
E2P1	PT1
E2P10	PT8
E2P2	PT2
E2P5	PT3
E2P6	PT4
E2P7	PT5
E2P8	PT11
E2P9	PT7
E2X1	TD1a
E2X2	TD1b
E2X3	PT10
E2B2b	Per2c
E2B3a	Per3c
E2P3	PT9
E2P4	PT6
