Sample_ID	Real_Sample_ID
E1L1	LN1
E1L7	LN2
E1L8	LN3
E1L2	LN4
E1L3	LN5
E1L4	LN6
E1L5	LN7
E1A1	Lun1
E1N2	Normal1
E1N1	Normal2
E1B2	Per1
E1B1	Per2
E1B4	Per3
E1B6	Per4
E1B7	Per5
E1B8	Per6
E1X1	Per7
E1B3	Per8
E1B5	Per9
E1P3	PT1
E1P11	PT10
E1P7	PT11
E1P6	PT2
E1P10	PT3
E1P12	PT4
E1P9	PT5
E1P4	PT6
E1P5	PT7
E1P8	PT8
E1P1	PT9
E1L6	TD1
