 Sample_ID	Real_Sample_ID
E7A1a	Lun1a
E7A1b	Lun1b
E7N1	Normal1
E7B1a	OvH1a
E7B1b	OvH1b
E7B1c	OvH1c
E7B1d	OvH1d
E7B2a	OvH2a
E7B2b	OvH2b
E7B2c	OvH2d
E7B2d	OvH2c
E7B3j	Per1a
E7B3b	Per1b
E7B3c	Per1c
E7B3d	Per1d
E7B3e	Per1e
E7B3f	Per1f
E7B3h	Per1g
E7B3i	Per1h
E7B3g	Per1i
E7B3a	Per1j
E7X1	Per2
E7P2h	Per3e
E7P2b	Per3h
E7P2c	Per3c
E7P2d	Per3b
E7P2e	Per3d
E7P2g	Per3f
E7P2f	Per3g
E7P2a	Per3a
E7P1a	PT1
E7P1f	PT2
E7P1b	PT3
E7P1d	PT6
E7P1e	PT5
E7P1c	PT4
