C38-A_1	C38-A_2	C38-A_3	C38-B_1	C38-B_2	C38-B_3	C38-C_1	C38-C_2	C38-C_3	C38-D_1	C38-D_2	C38-D_3	C38-E_1	C38-E_2	C38-E_3	C38-F_1	C38-F_2	C38-F_3	C38-G_1	C38-G_2	C38-G_3	C38-H_1	C38-H_2	C38-H_3	C38-I_1	C38-I_2	C38-I_3	C38-J-N1_1	C38-J-N1_2	C38-J-N1_3	C38-J-N2_1	C38-J-N2_2	C38-J-N2_3	C38-K_1	C38-K_2	C38-K_3	C38-L_1	C38-L_2	C38-L_3
212	142	467	299	678	231	436	580	420	597	543	425	218	333	263	0	0	0	119	82	433	177	121	112	1026	1059	239	448	723	437	490	762	436	164	207	172	357	358	417
974	725	2245	1954	3853	1700	2363	2858	2185	2067	1985	1529	1017	1642	1695	112	224	205	576	622	1916	873	759	777	3667	3603	819	2273	3533	1845	2461	3534	2200	1132	1293	1008	1517	1409	1462
385	282	1075	358	804	322	1536	1858	1274	1067	992	814	419	577	635	52	93	94	239	411	1049	521	419	367	2612	2216	451	1118	1681	850	924	1980	964	2339	2673	2107	866	648	790
526	494	1482	559	1030	430	592	595	429	1404	1346	1064	559	740	754	224	356	375	373	492	993	558	564	408	456	467	140	1321	1776	892	1160	2124	1041	611	578	468	928	904	823
108	135	354	731	1221	539	143	146	92	278	314	225	330	544	527	504	735	655	0	130	211	120	180	112	93	112	0	307	384	229	294	539	222	101	119	88	205	231	254
81	149	68	450	777	302	81	73	0	65	98	74	0	133	86	742	919	832	56	0	0	0	0	67	91	86	69	0	90	52	0	144	54	0	64	59	0	0	0
105	127	63	116	178	62	89	94	0	83	125	87	0	80	71	307	502	273	129	0	55	0	80	123	90	116	81	82	98	78	57	119	63	54	83	0	61	0	51
0	0	64	52	71	0	0	72	0	0	125	63	0	0	0	579	635	392	0	0	0	0	93	0	194	97	0	0	95	0	55	0	0	0	0	59	52	0	0
