E5B7_1	E5B7_2	E5B7_3	E5B8_1	E5B8_2	E5B8_3	E5H1_1	E5H1_2	E5H1_3	E5H2a_1	E5H2a_2	E5H2a_3	E5H2b_1	E5H2b_2	E5H2b_3	E5H2c_1	E5H2c_2	E5H2c_3	E5H3a_1	E5H3a_2	E5H3a_3	E5H3b_1	E5H3b_2	E5H3b_3	E5H3c_1	E5H3c_2	E5H3c_3	E5H3d_1	E5H3d_2	E5H3d_3	E5L1a_1	E5L1a_2	E5L1a_3	E5L1b_1	E5L1b_2	E5L1b_3	E5N1_1	E5N1_2	E5N1_3	E5N2_1	E5N2_2	E5N2_3	E5N3_1	E5N3_2	E5N3_3	E5OLa_1	E5OLa_2	E5OLa_3	E5OLb_1	E5OLb_2	E5OLb_3	E5OLc_1	E5OLc_2	E5OLc_3	E5OLd_1	E5OLd_2	E5OLd_3	E5OR_1	E5OR_2	E5OR_3	E5P10_1	E5P10_2	E5P10_3	E5P1_1	E5P1_2	E5P1_3	E5P2_1	E5P2_2	E5P2_3	E5P3_1	E5P3_2	E5P3_3	E5P4_1	E5P4_2	E5P4_3	E5P5_1	E5P5_2	E5P5_3	E5P6_1	E5P6_2	E5P6_3	E5P7_1	E5P7_2	E5P7_3	E5P8_1	E5P8_2	E5P8_3	E5P9_1	E5P9_2	E5P9_3	E5X1_1	E5X1_2	E5X1_3	E5X2_1	E5X2_2	E5X2_3	E5X3_1	E5X3_2	E5X3_3	E5X4_1	E5X4_2	E5X4_3	E5X5_1	E5X5_2	E5X5_3	E5X6_1	E5X6_2	E5X6_3	E5X7_1	E5X7_2	E5X7_3	E5X8_1	E5X8_2	E5X8_3	E5X9_1	E5X9_2	E5X9_3
974	835	795	1183	803	1101	1304	2235	1531	1173	2107	1073	746	1746	974	863	1443	1029	1010	1609	944	682	626	587	723	880	533	1010	2479	1006	2203	1297	1691	1746	948	1656	1173	1659	1179	333	808	111	677	959	427	1731	1294	1194	758	827	921	683	699	507	1050	1944	948	1040	827	1067	1964	1195	1740	2026	1240	1447	1855	1173	1173	1581	786	1114	1356	829	1313	1290	777	1459	708	517	782	816	435	563	1541	904	1206	1303	1075	1134	1752	1121	1873	1286	898	1416	995	679	740	1687	712	961	1309	1434	1129	1269	1535	970	536	564	373	1090	1147	926	771	771	749
2222	1974	1832	2746	1788	2361	3398	5406	3706	2979	5041	2722	1719	4160	2665	2070	3688	2618	2530	3740	2374	1244	1144	1048	1308	1756	1160	2891	6380	2872	5182	3119	4162	4263	2443	3813	2847	4496	2607	712	1575	220	1507	2224	862	4006	3004	2782	1726	1875	2098	1246	1078	1119	2593	4931	2136	2422	1862	2390	4720	3012	4190	5135	2947	3198	4541	2825	2747	3643	1886	2644	3471	2022	2907	3327	1817	3366	1805	1086	1556	1453	778	938	3376	2362	2461	2983	2575	2609	3897	2420	4152	2986	2016	3267	2078	1440	1706	3369	1442	2253	3350	3300	2837	2961	3526	2274	1108	1270	719	2779	2512	2163	1858	1751	1660
5019	4596	4177	6478	4217	5162	9002	13094	9097	7437	11452	6588	4387	9808	6941	5103	9143	6577	6637	9493	6103	2410	2418	2180	2709	3145	2396	7859	13285	7478	12533	6885	9944	9682	6108	8165	7189	9758	5986	1994	3511	444	3832	4975	2050	9803	7799	6999	4348	4734	5285	1962	1529	1680	6692	11236	5405	5470	4536	5149	10855	7082	10146	11606	6894	7454	10177	6605	6793	8741	4628	5815	8780	4636	7076	7371	4171	7392	3727	2385	3154	2322	1557	1794	7851	5862	5294	6938	6037	5977	9049	5773	8885	6756	4697	7101	4628	3321	3538	7107	3433	4902	8309	7841	6552	7145	7578	5543	2836	2616	1788	6671	5908	5249	4368	4414	4135
8419	7877	7409	11285	7324	9048	15777	22522	15817	13402	20166	11922	8101	16740	12435	9099	15482	11543	11704	16182	10540	3942	3914	3581	4213	4843	3702	13652	23777	13014	21917	12850	17357	16981	10956	14818	12522	17447	10810	3253	5572	899	6451	8285	3650	16797	13367	12306	7430	8092	8963	2522	1994	2109	11750	18738	9440	10016	7924	9195	18792	12768	17283	19516	12249	13112	18060	11614	11880	14924	8154	9870	14564	8535	11806	12429	7572	12313	6008	4125	5124	3284	2391	2525	13457	9934	9204	11901	10259	10081	15341	10424	15204	11381	8352	12087	7677	5650	5878	11514	5735	8176	13875	13359	11217	12154	12851	9713	4675	4626	2934	11502	10064	8885	7796	7424	7182
10818	9864	9394	14180	9341	11476	20283	27276	20196	17313	26158	15465	10959	21535	16122	11631	19977	14574	14935	20951	13428	4962	4874	4374	5266	5857	4610	17465	27271	16626	26733	17016	22485	22110	14343	19437	16033	22735	14125	4115	6789	1286	8274	10278	4703	21280	17052	15868	9441	10302	11429	2731	2170	2210	14947	23268	11931	12980	10201	11643	23986	16298	22029	24798	15955	16714	22954	15090	15383	18614	10317	12429	18464	11136	14935	15553	9824	15638	7698	5182	6504	3796	2731	2992	16930	12693	11756	15167	12744	12636	19678	13486	19668	14373	10746	15438	9618	7169	7205	14807	7361	10282	17336	16604	14183	15481	16555	12304	5808	6002	3593	14574	12750	11300	9882	9314	9182
10218	9126	8801	13336	8666	10780	19205	27026	19261	16708	24803	15159	10581	21074	15459	11129	18896	13670	14092	19749	12676	4930	4627	4196	4953	5799	4376	16617	27147	15923	26515	16664	21879	21194	13626	18611	15416	22116	13687	3926	6274	1278	7785	9678	4525	20226	16170	15124	9099	9789	10721	2372	1870	1873	14169	21828	11194	12612	9841	11417	22933	15756	21239	23964	15398	16059	22575	14405	14896	17602	9806	11838	17292	10706	14118	15074	9538	15225	7421	5047	6226	3587	2527	2779	16493	12139	11245	14238	11845	11982	18906	12916	18834	13619	10439	14656	9145	6706	6871	14306	7028	9853	16273	15659	13435	14812	15430	11715	5236	5627	3248	13780	12021	10643	9265	8691	8843
6189	5471	5288	7852	5179	6536	11449	16415	11657	9791	15051	9090	6370	12659	9318	6567	11110	7901	8410	11697	7599	3017	2795	2540	3015	3682	2577	9717	17380	9448	16604	10154	13417	12988	8238	11567	9356	13391	8206	2296	3865	802	4628	6000	2710	12030	9604	9202	5483	5889	6295	1292	1076	1072	8415	13553	6728	7869	6590	7136	14206	9625	13121	14649	9483	9836	14063	8866	9216	10904	5889	7196	10469	6467	8545	9356	5778	9533	4647	3087	4008	2231	1471	1670	10026	7213	6938	8756	7038	7280	11660	7842	11560	8227	6355	8882	5588	4088	4166	8631	4224	6161	9699	9575	7868	8993	9293	7160	3031	3523	1781	8142	7288	6397	5644	5178	5286
1624	1187	1157	1649	1143	1724	2414	3942	2545	1881	3448	1972	1384	3117	1901	1284	2465	1562	1882	2869	1786	712	807	601	812	1014	757	2097	3984	1959	3605	2024	2907	2893	1656	2675	1932	3042	1590	491	1016	178	962	1607	543	2553	2269	2123	1201	1385	1633	556	471	415	1815	3560	1396	1611	1249	1695	3259	1862	3300	3366	1868	2034	3069	1951	2298	2560	1101	1662	2747	1306	2242	2309	1147	2387	1170	570	983	648	314	488	2629	1442	1581	1887	1583	1672	2687	1647	2926	1857	1425	2191	1543	851	1030	2119	906	1666	2469	2566	1578	2137	2034	1552	684	838	481	1754	1683	1313	1352	1216	1209
