E13B4_1	E13B4_2	E13B4_3	E13B5_1	E13B5_2	E13B5_3	E13H1a_1	E13H1a_2	E13H1a_3	E13H1b_1	E13H1b_2	E13H1b_3	E13H1c_1	E13H1c_2	E13H1c_3	E13H1d_1	E13H1d_2	E13H1d_3	E13H1e_1	E13H1e_2	E13H1e_3	E13L1_1	E13L1_2	E13L1_3	E13N1_1	E13N1_2	E13N1_3	E13N2_1	E13N2_2	E13N2_3	E13OLa_1	E13OLa_2	E13OLa_3	E13OLb_1	E13OLb_2	E13OLb_3	E13OLc_1	E13OLc_2	E13OLc_3	E13OLd_1	E13OLd_2	E13OLd_3	E13OLe_1	E13OLe_2	E13OLe_3	E13ORa_1	E13ORa_2	E13ORa_3	E13ORb_1	E13ORb_2	E13ORb_3	E13ORc_1	E13ORc_2	E13ORc_3	E13ORd_1	E13ORd_2	E13ORd_3	E13P1_1	E13P1_2	E13P1_3	E13P2_1	E13P2_2	E13P2_3	E13P3_1	E13P3_2	E13P3_3	E13P4_1	E13P4_2	E13P4_3	E13P5_1	E13P5_2	E13P5_3	E13P6_1	E13P6_2	E13P6_3	E13P7_1	E13P7_2	E13P7_3	E13P8_1	E13P8_2	E13P8_3	E13P9_1	E13P9_2	E13P9_3	E13X1_1	E13X1_2	E13X1_3	E13X2_1	E13X2_2	E13X2_3	E13X3_1	E13X3_2	E13X3_3
2120	1403	671	992	860	761	1204	892	1004	1428	1445	1228	1437	1203	1186	1471	1223	1561	1278	1152	1333	1040	905	727	1462	1304	868	1188	916	868	587	477	195	1163	976	708	1148	768	781	1247	866	1067	1146	979	1025	1018	911	474	959	1112	643	1585	1146	777	1004	1345	919	1211	853	1078	932	1047	704	1110	1229	819	837	901	523	948	1047	521	4339	5250	3898	992	1197	1033	1294	1224	1620	1062	966	1007	1150	854	669	1014	876	563	1056	872	195
5777	4703	1801	5864	4589	3874	6942	5844	4714	4505	4459	3373	6383	5526	4525	6802	6018	6372	6287	5625	6389	6998	5886	3829	6945	7309	5397	7518	6390	5164	3548	2611	1052	5268	4353	3207	7909	5313	5179	7266	6050	5890	5965	5562	4660	4814	4577	2868	4120	4671	2900	7864	8043	5571	6998	8596	5049	7293	6876	6251	6053	6800	4886	7038	7942	4195	5770	7218	3754	5048	6555	3165	9533	11348	7748	4363	5071	3878	3985	5329	3593	6445	7249	6524	5794	4259	3141	6026	5768	3652	3706	4189	1487
14703	13712	6553	16711	13025	11911	23734	21498	17281	13099	11396	10250	22589	20724	16822	24587	21589	23440	22719	20197	21363	21285	19051	12896	22085	23225	16566	23605	20798	15852	10366	8686	3827	18543	16791	11721	26112	19404	17977	25297	21135	20384	21757	22079	17156	16123	16701	10389	13745	16524	11213	23972	23293	17993	24076	26579	17176	21254	21200	19341	20169	21043	15939	22886	26505	14410	17564	22747	12359	14977	19767	10088	14479	18577	11648	11359	13401	9000	8605	12345	8312	20676	21475	19912	19719	13380	9656	21014	18561	11004	11708	12010	4464
20112	19161	9751	23259	18101	16849	25661	26778	26963	18754	15635	13549	25570	26336	26693	25049	27082	26801	25917	26750	27521	28159	27012	18353	27121	27437	23466	26845	27769	22464	14896	12704	5901	27342	26285	17509	25882	27046	26671	26239	27518	28171	26403	26058	25884	23969	25486	15559	21001	24634	17077	27671	28224	25787	26322	26668	25001	28279	28199	27255	27535	28199	22729	27520	26404	20814	24184	28020	17558	20313	26492	14237	15401	19830	12650	15901	17877	11183	10742	17176	11273	27693	28046	27901	27243	18828	13816	27428	26102	14674	17452	15712	5651
11397	10822	4784	11855	8488	8837	19659	17803	15005	11015	8646	7776	23238	20899	17317	22086	18953	21289	20504	16813	18163	13886	12405	8100	14441	13997	10619	15527	13355	9747	7297	6701	3239	15456	15562	10559	20357	14951	12913	18907	15290	15220	20838	19068	15655	13666	15827	8653	12049	14045	9919	14638	13938	10625	15529	17540	10673	12622	11901	11482	12328	13053	10431	14682	17099	9648	11410	12993	7827	9192	10939	6218	6657	8962	5526	7528	8240	4514	4588	7541	4937	13362	13644	11814	13232	9481	7052	13023	11909	6208	8797	6895	2440
8606	7747	3047	8618	5834	6386	15373	13598	11734	8271	6298	6073	19434	17381	14365	16602	14585	16641	16250	12359	14214	9095	7633	5128	9791	8957	7448	9984	8455	6740	4544	4562	2093	11955	12241	8151	14489	10932	9914	14084	11255	11177	16405	14533	12297	10381	12252	6473	9478	10906	7594	9190	9013	7078	10460	11589	7133	8109	7238	6952	7872	9014	6800	9628	10670	6588	7494	8020	5058	6322	6581	4029	4026	5075	3576	4681	5063	2462	2958	4460	3208	9045	8935	7334	8836	6534	5213	8268	7368	3867	6348	4276	1559
5258	4274	1700	4777	3356	3758	8862	7745	6863	4504	3642	3508	11068	9980	8107	9087	7841	9741	8966	6756	8215	5020	3819	2677	5159	4701	4055	5176	4272	3748	2300	2433	1058	6735	6454	4369	7899	6100	5731	8122	6477	6440	9403	7830	7119	5481	6371	3425	5711	5861	4169	5327	5006	4233	5907	6577	3874	4366	3608	3838	4446	4627	3873	5261	5413	3379	4079	4142	2729	3562	3361	2270	2906	3290	2609	2486	2624	1473	1783	2443	2046	5061	4910	3947	4451	3261	2833	4444	3764	2111	3383	2313	909
1585	1519	443	1326	940	1340	2577	2297	2298	1528	1118	1106	3423	2807	2680	2893	2431	3209	2755	2276	2410	1418	1403	880	1748	1577	1268	1712	1584	1238	571	631	368	2197	1977	1458	2433	1981	1712	2302	1841	2214	2923	2522	2320	1511	1714	1042	1674	1694	1347	1772	1442	1098	1985	1965	1389	1490	1259	1261	1311	1293	1311	1646	1820	1049	1284	1335	869	1170	1146	708	1174	1204	994	890	829	527	605	820	564	1630	1414	1313	1409	1040	917	1652	1131	658	1166	781	312
443	414	125	345	252	343	645	523	581	390	300	277	791	746	624	673	527	721	664	499	619	350	406	217	384	355	354	365	431	342	79	184	89	613	525	335	561	436	442	552	470	548	782	637	503	303	374	244	482	419	350	475	346	276	486	464	410	396	310	333	262	309	349	360	377	236	320	313	188	314	235	183	470	390	343	251	142	139	155	190	141	460	392	306	271	229	218	488	264	145	289	200	64
