E13B4_1	E13B4_2	E13B4_3	E13B5_1	E13B5_2	E13B5_3	E13H1a_1	E13H1a_2	E13H1a_3	E13H1b_1	E13H1b_2	E13H1b_3	E13H1c_1	E13H1c_2	E13H1c_3	E13H1d_1	E13H1d_2	E13H1d_3	E13H1e_1	E13H1e_2	E13H1e_3	E13L1_1	E13L1_2	E13L1_3	E13N1_1	E13N1_2	E13N1_3	E13N2_1	E13N2_2	E13N2_3	E13OLa_1	E13OLa_2	E13OLa_3	E13OLb_1	E13OLb_2	E13OLb_3	E13OLc_1	E13OLc_2	E13OLc_3	E13OLd_1	E13OLd_2	E13OLd_3	E13OLe_1	E13OLe_2	E13OLe_3	E13ORa_1	E13ORa_2	E13ORa_3	E13ORb_1	E13ORb_2	E13ORb_3	E13ORc_1	E13ORc_2	E13ORc_3	E13ORd_1	E13ORd_2	E13ORd_3	E13P1_1	E13P1_2	E13P1_3	E13P2_1	E13P2_2	E13P2_3	E13P3_1	E13P3_2	E13P3_3	E13P4_1	E13P4_2	E13P4_3	E13P5_1	E13P5_2	E13P5_3	E13P6_1	E13P6_2	E13P6_3	E13P7_1	E13P7_2	E13P7_3	E13P8_1	E13P8_2	E13P8_3	E13P9_1	E13P9_2	E13P9_3	E13X1_1	E13X1_2	E13X1_3	E13X2_1	E13X2_2	E13X2_3	E13X3_1	E13X3_2	E13X3_3
194	178	119	269	227	298	469	376	353	529	407	430	511	310	314	573	369	528	494	303	490	282	367	218	270	247	276	280	200	254	52	133	69	305	303	211	380	300	292	266	218	213	370	315	237	693	668	429	293	306	207	460	462	222	631	481	464	232	406	365	200	263	241	225	441	256	259	129	239	316	421	305	404	326	282	369	340	283	336	384	355	145	216	399	360	69	129	183	117	77	183	85	49
678	567	350	809	776	871	1673	1494	1224	1715	1203	1422	1772	1039	1168	1718	1204	1515	1701	894	1567	1028	1283	758	1127	1114	1002	936	817	871	246	445	282	1030	1122	677	1301	1186	1009	1129	842	773	1293	1209	883	2038	2241	1352	1093	937	726	1570	1686	970	2130	1720	1511	691	1134	1047	673	855	824	869	1591	921	873	434	804	1069	1456	927	1189	1033	862	1148	1058	872	1142	1144	1030	418	929	1225	1229	273	514	709	610	358	720	377	204
1427	1289	855	1691	1569	1604	3332	3098	2497	3467	2465	2687	3282	1944	2211	3132	2217	2825	3066	1686	2804	2052	2655	1438	2894	2760	2560	2623	2113	2254	548	1072	631	1839	1977	1205	2780	2617	2090	2344	1803	1510	2333	2303	1594	3561	4143	2547	2144	1861	1503	2806	3158	1718	3984	3374	2897	1320	2349	2109	1412	1779	1612	1646	3056	1833	1750	959	1607	2114	2794	1815	2290	2179	1857	1978	1876	1543	1999	2138	1785	805	1684	2195	2548	603	1071	1680	1662	856	1732	940	609
2137	1878	1259	2311	2047	2129	4138	3781	3064	4214	3005	3206	3756	2288	2599	3789	2590	3221	3609	2046	3411	2539	3149	1898	5305	4859	4658	5065	3956	4123	674	1384	829	2009	2179	1388	3897	3669	2998	3158	2440	2041	2602	2534	1834	3833	4527	2650	2665	2419	1951	3091	3466	1905	4652	3927	3269	1774	3104	2817	1884	2372	2142	2043	3883	2263	2205	1233	1976	2688	3468	2265	2842	2836	2397	2351	2202	1751	2454	2576	2202	975	2005	2608	3696	906	1572	2859	2786	1521	3125	1677	1157
2160	1795	1188	2071	1955	1952	3303	3011	2511	3526	2617	2789	2601	1568	1923	2907	1982	2586	2655	1565	2584	2043	2573	1523	6245	5748	5565	6099	4745	5119	631	1234	713	1272	1493	950	3917	3594	2892	3072	2362	2106	1728	1633	1180	2606	3028	1821	2303	2076	1664	2121	2144	1252	3356	2802	2463	1550	2929	2548	1719	2144	2052	1664	3287	1972	1881	1051	1638	2226	2860	1884	2388	2387	2102	1803	1646	1299	1880	1887	1710	755	1484	2017	3834	958	1738	3376	3160	1809	3594	1970	1457
1678	1418	991	1579	1627	1512	2267	2015	1794	2785	2052	2281	1711	1008	1210	2103	1502	1942	1690	991	1706	1404	1663	1062	4875	4377	4379	4895	3618	4036	531	1058	598	1015	1137	769	3158	2853	2400	2496	1921	1737	1442	1323	1021	2001	2337	1436	1910	1645	1337	1406	1269	763	2138	1824	1624	1085	2013	1801	1232	1508	1515	1207	2282	1486	1343	778	1166	1564	1884	1246	1639	1548	1411	1139	1058	812	1155	1150	1072	451	922	1330	3069	779	1430	2669	2495	1466	2873	1644	1171
521	435	255	619	631	708	661	518	477	1296	806	956	520	316	353	899	672	820	468	282	461	393	418	333	1339	1305	1240	1489	1064	1208	217	434	287	582	670	418	1117	929	945	920	677	615	859	741	551	1154	1329	922	828	713	562	455	435	214	580	447	483	333	515	535	395	420	410	381	591	394	408	177	361	535	591	360	501	417	433	383	319	253	398	403	369	140	285	406	1241	251	505	831	722	472	912	500	398
138	123	95	217	201	221	163	131	128	382	286	338	160	73	91	271	182	297	152	72	128	100	136	82	372	307	388	410	277	330	63	137	95	220	232	170	333	295	249	258	185	189	318	273	209	372	475	295	233	202	184	140	97	48	156	100	135	82	130	143	91	119	111	109	132	107	93	32	91	138	156	99	146	122	134	105	84	70	99	109	93	35	78	108	352	72	175	239	216	123	280	149	109
