E16B10_1	E16B10_2	E16B10_3	E16B11_1	E16B11_2	E16B11_3	E16B12_1	E16B12_2	E16B12_3	E16B13_1	E16B13_2	E16B13_3	E16B14_1	E16B14_2	E16B14_3	E16B15_1	E16B15_2	E16B15_3	E16B17_1	E16B17_2	E16B17_3	E16B18_1	E16B18_2	E16B18_3	E16B19_1	E16B19_2	E16B19_3	E16B1_1	E16B1_2	E16B1_3	E16B20_1	E16B20_2	E16B20_3	E16B21_1	E16B21_2	E16B21_3	E16B22_1	E16B22_2	E16B22_3	E16B2_1	E16B2_2	E16B2_3	E16B3_1	E16B3_2	E16B3_3	E16B4_1	E16B4_2	E16B4_3	E16B5_1	E16B5_2	E16B5_3	E16B6_1	E16B6_2	E16B6_3	E16B7_1	E16B7_2	E16B7_3	E16B8_1	E16B8_2	E16B8_3	E16B9_1	E16B9_2	E16B9_3	E16L10_1	E16L10_2	E16L10_3	E16L11_1	E16L11_2	E16L11_3	E16L1_1	E16L1_2	E16L1_3	E16L2_1	E16L2_2	E16L2_3	E16L4_1	E16L4_2	E16L4_3	E16L5_1	E16L5_2	E16L5_3	E16L6_1	E16L6_2	E16L6_3	E16L7_1	E16L7_2	E16L7_3	E16L8_1	E16L8_2	E16L8_3	E16L9_1	E16L9_2	E16L9_3	E16N1_1	E16N1_2	E16N1_3	E16N2_1	E16N2_2	E16N2_3	E16P10_1	E16P10_2	E16P10_3	E16P11_1	E16P11_2	E16P11_3	E16P12_1	E16P12_2	E16P12_3	E16P1_1	E16P1_2	E16P1_3	E16P2_1	E16P2_2	E16P2_3	E16P3_1	E16P3_2	E16P3_3	E16P4_1	E16P4_2	E16P4_3	E16P5_1	E16P5_2	E16P5_3	E16P6_1	E16P6_2	E16P6_3	E16P9_1	E16P9_2	E16P9_3	E16X1_1	E16X1_2	E16X1_3	E16X2_1	E16X2_2	E16X2_3	E16X3_1	E16X3_2	E16X3_3
68	104	33	90	57	127	45	88	87	0	0	0	128	71	105	53	47	34	70	70	61	44	0	49	35	30	32	64	34	0	166	88	86	97	78	54	77	0	42	53	104	0	137	171	90	82	86	148	177	205	99	108	77	78	36	0	0	180	109	186	52	45	36	92	67	74	128	120	115	117	154	168	133	115	159	186	115	117	131	179	118	239	45	214	168	210	206	102	155	113	80	91	164	103	249	166	115	437	148	147	143	138	68	54	84	84	124	84	233	336	397	62	232	110	138	163	112	98	94	66	101	118	113	48	110	94	133	195	96	114	54	55	166	0	53	1335	1354	924
161	229	102	326	240	329	153	265	259	77	92	83	494	333	488	162	99	150	290	231	165	206	131	199	97	58	72	242	97	203	533	240	254	325	304	248	218	100	144	178	216	123	291	435	184	297	245	331	411	354	248	391	177	237	144	73	47	773	473	494	226	152	164	437	339	320	576	407	468	487	604	646	500	438	641	640	394	561	457	712	424	675	398	779	465	673	597	399	462	473	355	272	480	327	898	567	343	939	469	443	366	480	265	244	295	336	537	351	572	685	984	283	524	279	316	636	435	331	310	299	351	486	467	348	406	458	459	551	311	293	149	250	327	105	183	2528	2566	1984
447	531	267	628	647	634	446	728	635	204	279	223	1548	938	1376	478	242	442	921	818	522	530	313	424	301	169	240	682	316	499	1278	484	578	1103	1060	700	544	263	336	483	543	290	508	844	262	768	594	652	810	681	512	843	366	398	440	216	147	2518	1475	1776	638	458	519	1160	985	896	1766	1367	1516	1536	1766	2111	1466	1492	2240	1224	901	990	1478	2306	1381	2115	932	1955	1409	1575	1461	985	1013	728	1059	762	1171	1115	2641	1641	879	2104	1236	1301	991	1324	791	743	893	987	1572	1105	1328	1475	1939	637	1496	850	825	1596	1109	867	943	813	921	1720	1283	887	1330	1190	1132	1436	834	906	371	583	827	332	489	4045	3674	3308
1042	1036	571	1107	1342	1187	840	1453	1085	583	595	462	3632	2215	3296	986	482	933	1976	1937	1195	1154	747	835	680	409	541	1506	727	999	2216	934	1087	2473	2333	1759	993	605	618	788	987	585	630	1117	319	1519	1172	1040	1186	1022	860	1367	719	762	977	486	373	5762	3466	4391	1617	1217	1293	2764	2393	2133	3892	3241	3559	3599	4106	4867	3218	3307	4976	2309	1783	1970	3379	5064	3238	4309	1932	4132	2897	2875	2621	2084	2070	1497	2222	1797	2488	2600	5744	3629	1825	4241	2532	2551	2217	2775	1803	1746	2082	2331	3489	2459	2207	2469	3118	1424	3199	1945	1756	3461	2443	1957	2198	1907	2188	4078	2873	2051	3102	2827	2136	3060	1686	1912	810	1215	1615	710	947	5067	4702	4345
1374	1230	696	1252	1513	1311	918	1439	1220	795	725	544	4607	2818	4316	1158	611	1126	2352	2392	1473	1389	906	1013	826	520	701	1796	909	1209	2338	1033	1230	2923	2829	1984	1019	701	645	794	1064	645	569	963	299	1654	1403	1170	1250	1129	1041	1382	813	833	1180	621	500	7325	4541	5698	2138	1486	1620	3423	3062	2704	4739	4066	4498	4626	5016	6003	3811	3921	5871	2652	2093	2216	4143	6181	4133	5118	2286	4854	3321	3313	3011	2478	2436	1852	2719	2272	3054	3294	7255	4684	2211	5224	3248	3264	2752	3457	2206	2182	2598	2899	4318	3063	2457	2620	3257	1758	3871	2440	2089	4250	3031	2400	2774	2427	2778	5015	3589	2720	3917	3654	2599	3675	1993	2249	1021	1447	1785	811	1113	4413	4420	3765
1142	998	584	914	1142	1035	829	1047	889	677	620	356	3831	2205	3377	884	494	944	1830	1944	1186	1176	821	836	660	389	551	1343	704	896	1767	792	965	2285	2218	1582	716	574	457	634	849	482	347	598	200	1322	1244	1007	867	835	764	961	610	645	975	522	386	5868	3753	4589	1755	1307	1403	2748	2608	2207	3810	3208	3639	3889	3876	4678	2858	3103	4437	1985	1602	1612	3338	4748	3353	3838	1728	3579	2660	2506	2313	1853	1986	1497	2141	1882	2476	2674	5694	3777	1731	3785	2728	2545	2288	2648	1860	1663	2197	2524	3531	2292	1820	1996	2391	1352	3010	1840	1708	3484	2496	1937	2276	1926	2193	4113	3014	2272	3402	3010	2163	2899	1522	1734	854	1113	1320	683	863	2968	2960	2692
270	206	127	170	255	220	154	289	239	157	143	97	933	533	829	176	107	239	474	472	308	263	210	221	163	90	148	315	166	202	440	169	214	497	560	363	180	130	106	166	211	161	105	185	54	337	365	341	215	232	214	246	194	196	298	136	97	1496	890	1012	617	380	425	587	610	541	863	755	837	963	877	1109	691	677	987	520	338	344	840	1026	757	831	330	780	556	566	564	407	410	331	456	414	577	618	1432	883	363	964	608	597	496	579	466	435	489	551	757	542	443	436	534	321	663	463	435	1027	651	455	507	459	525	893	662	519	764	695	554	740	410	455	222	298	377	202	253	858	825	656
53	46	0	0	55	61	0	60	48	0	43	0	158	112	131	0	0	43	90	101	50	58	49	57	0	0	32	53	32	39	89	38	0	119	109	69	36	38	0	46	57	47	0	49	0	65	67	93	47	59	57	48	62	55	34	0	0	249	178	188	121	65	82	120	119	96	155	145	147	187	172	161	128	132	154	109	83	80	178	162	137	196	72	192	106	109	110	74	107	75	102	90	116	131	287	193	74	196	147	129	98	117	99	92	117	92	157	103	92	93	115	66	122	82	111	229	128	93	65	84	92	160	101	102	147	131	141	130	88	116	55	71	76	43	65	185	184	141
