Sample_ID	Real_Sample_ID
C186A1	Lun1
C186A2	Lun2a
C186A3	Lun2b
C186A4	Lun3a
C186A5	Lun3b
C186CA1	Cal1a
C186CA2	Cal1b
C186M10	Brn2b
C186M3	Brn1a
C186M5	Brn1b
C186M6	Brn1c
C186M7	Brn2a
C186N1	Normal1
C186N2	Normal2
C186N3	Normal3
C186P1	PT1
C186P2	PT2
C186P3	PT3
C186P5	PT4
C186P7	PT5
