E12B10a_1	E12B10a_2	E12B10a_3	E12B10b_1	E12B10b_2	E12B10b_3	E12B11_1	E12B11_2	E12B11_3	E12B12_1	E12B12_2	E12B12_3	E12B13_1	E12B13_2	E12B13_3	E12B14_1	E12B14_2	E12B14_3	E12B15_1	E12B15_2	E12B15_3	E12B16_1	E12B16_2	E12B16_3	E12B17_1	E12B17_2	E12B17_3	E12B18_1	E12B18_2	E12B18_3	E12B19_1	E12B19_2	E12B19_3	E12B1_1	E12B1_2	E12B1_3	E12B20_1	E12B20_2	E12B20_3	E12B21_1	E12B21_2	E12B21_3	E12B22_1	E12B22_2	E12B22_3	E12B23_1	E12B23_2	E12B23_3	E12B24_1	E12B24_2	E12B24_3	E12B2_1	E12B2_2	E12B2_3	E12B3a_1	E12B3a_2	E12B3a_3	E12B3b_1	E12B3b_2	E12B3b_3	E12B4_1	E12B4_2	E12B4_3	E12B5_1	E12B5_2	E12B5_3	E12B6_1	E12B6_2	E12B6_3	E12B7_1	E12B7_2	E12B7_3	E12B8_1	E12B8_2	E12B8_3	E12B9_1	E12B9_2	E12B9_3	E12L1_1	E12L1_2	E12L1_3	E12L2_1	E12L2_2	E12L2_3	E12L3_1	E12L3_2	E12L3_3	E12L4_1	E12L4_2	E12L4_3	E12L5_1	E12L5_2	E12L5_3	E12L6_1	E12L6_2	E12L6_3	E12N1_1	E12N1_2	E12N1_3	E12N2_1	E12N2_2	E12N2_3	E12N3_1	E12N3_2	E12N3_3	E12P10_1	E12P10_2	E12P10_3	E12P1_1	E12P1_2	E12P1_3	E12P2_1	E12P2_2	E12P2_3	E12P4_1	E12P4_2	E12P4_3	E12P5_1	E12P5_2	E12P5_3	E12P6_1	E12P6_2	E12P6_3	E12P7_1	E12P7_2	E12P7_3	E12P8_1	E12P8_2	E12P8_3	E12P9_1	E12P9_2	E12P9_3	E12X1_1	E12X1_2	E12X1_3
701	395	661	742	249	729	1380	582	1415	954	357	1053	672	515	710	1943	922	1781	1924	1061	2112	1200	481	1085	1983	1095	2075	1498	898	850	1106	627	1119	2942	1611	2427	1819	954	1885	1452	681	1255	1000	329	907	1872	1205	1885	1804	1409	1852	1249	724	932	1158	720	1566	813	569	999	611	364	647	1404	735	1395	1445	814	2331	1258	851	2230	2730	1735	3207	2364	1476	1650	546	308	941	1004	641	839	826	281	481	2098	1752	2131	750	400	628	1324	1222	1340	724	480	632	747	402	862	814	388	856	2086	1538	1781	2257	1254	1032	1730	1032	1037	1473	811	1143	1618	1107	1178	1601	971	1366	1411	1084	1259	3920	1949	2845	3148	1772	1945	1117	1026	1056
1412	869	1236	1341	565	1504	2734	1167	3313	1785	686	2213	1232	963	1494	3723	1712	3421	4268	2154	4234	2497	1147	1972	3713	2502	4664	3059	1853	1829	2152	1100	2100	5888	3296	5363	4066	1919	4256	2971	1527	2657	2024	669	2080	3900	2182	4315	3734	2819	3865	2561	1542	2125	2464	1490	3203	1480	1151	1881	1297	780	1498	3271	1762	3054	2738	1623	4732	2760	2155	4657	6123	3730	6574	4957	3143	3591	1183	668	1788	2206	1466	1801	1635	695	989	4222	4440	4220	1487	872	1257	2964	2577	2830	1544	966	1337	1577	808	1890	1688	812	1918	4429	3256	3624	4725	2861	2180	3809	1951	2192	3325	1825	2482	3267	2170	2524	3353	2061	2510	3032	2466	2437	8736	5354	5704	7810	4053	5153	2509	2060	2195
2720	1658	2312	2275	1050	2360	5054	2093	5785	3297	1334	3592	2449	1585	2965	6944	3435	6686	7162	3909	7043	4345	1850	3292	5747	3662	6925	4593	3012	3104	3564	1699	3343	11310	7144	10371	6073	2796	6118	4798	2408	4216	3259	1186	3287	6277	3513	6445	5766	4051	5802	5350	3213	4996	5127	3289	6962	2925	2346	3702	2768	1721	3083	4972	2734	4830	4983	3221	8368	4409	3141	6749	9433	5861	10338	7373	4566	5682	2460	1484	3148	4084	2970	3598	3248	1616	2011	8019	7729	8234	3223	1832	2714	6392	5582	6155	3820	2211	3316	3808	1871	4732	4129	1920	4408	9098	6986	7214	8364	5539	4226	7753	3849	4346	5862	3497	4241	5667	3808	4431	6840	4382	4938	5860	4902	4803	15465	9957	10290	14285	7654	8880	5038	3886	4813
3526	2141	3008	2787	1330	2542	6286	2849	7131	4211	1640	3906	3117	1983	3903	8871	4521	8837	8500	4783	8139	5137	2043	3765	6397	3949	7317	4998	3580	3677	4148	1963	3996	15250	10033	14026	6360	3083	6410	5526	2467	4737	3781	1467	3650	7031	4053	6977	6577	4649	6553	7622	4574	7402	7401	4637	9916	3853	3204	4673	3790	2435	4130	5586	3093	5450	6412	4437	10134	4890	3297	6893	10814	6807	12170	7930	4955	6327	3392	2079	4081	5161	3832	4699	4512	2282	2866	10469	9295	10529	4509	2693	3804	9180	8561	9188	5810	3613	5061	5793	2923	7225	6172	2990	6681	12361	9629	9960	10298	7082	5736	10671	5358	5880	7153	4350	5033	7044	4836	5583	9102	5896	6587	7712	6450	6275	18974	12517	12828	18297	10033	11061	6546	4999	6557
3523	2314	2839	2747	1365	2191	6223	2907	6614	4211	1656	3583	3090	1907	3730	9131	4787	9324	7977	4664	7341	5037	1872	3708	5942	3284	6197	4488	3271	3525	3567	1843	3887	15540	10689	14997	5353	2680	5366	5165	2163	4297	3452	1507	3477	6311	3604	6150	6045	4309	5892	8429	5066	8602	8029	5166	10866	3910	3306	4643	3886	2600	4225	4986	2871	4952	6633	4644	10114	4299	2759	5821	9556	6224	11480	7208	4485	5761	3599	2157	4081	4945	3675	4696	4707	2350	3015	10101	8376	9977	4799	2928	4195	10243	9851	10480	6511	4171	5883	6779	3334	8217	6951	3547	7935	13048	10211	10144	10015	6973	5838	11155	5427	5959	6805	4207	4562	6817	4606	5448	9271	6333	6728	7778	6253	6174	17450	11585	12083	18014	9915	10220	6364	4864	6634
2684	1773	2230	2149	1120	1461	4754	2359	4852	3511	1381	2675	2385	1486	2873	7430	3958	7872	6022	3671	5780	3974	1384	2936	4365	2322	4446	3422	2548	2876	2598	1450	3066	11787	8226	11856	3957	2126	3943	3954	1570	3179	2561	1258	2526	4864	2741	4379	4821	3304	4499	7055	4200	7685	6662	4206	8823	3103	2563	3590	3025	2013	3127	3796	2246	3706	5332	3806	8227	2938	1900	4004	7055	4545	8891	5558	3569	4790	2801	1617	3141	3564	2492	3471	3611	1745	2494	7294	5340	6911	3554	2406	3550	8642	8739	8945	5476	3626	5197	5960	2977	6778	5872	3202	6983	10288	7836	7846	7151	5078	4291	8870	4193	4430	4781	2935	3131	5033	3445	4034	6673	4508	4997	5415	4437	4244	11562	7695	8142	12753	7154	7164	4469	3393	5041
1314	949	1225	1156	608	680	2231	1373	2476	2179	720	1318	1255	828	1505	4204	2261	4519	3179	1971	3292	2198	693	1658	2067	1148	2329	1796	1431	1445	1316	847	1648	6258	4457	6947	1877	1158	2024	2134	803	1473	1257	727	1259	2655	1475	2408	2555	1796	2329	4189	2566	5111	3999	2503	5209	1714	1410	1951	1562	1074	1608	2049	1208	1914	2867	2155	4602	1291	936	1909	3536	2236	4493	2962	1999	2860	1630	761	1867	1707	1171	1800	1936	872	1556	4017	2330	3490	1842	1302	2142	5393	5411	5380	3460	2248	3255	4005	1977	3968	3448	2019	4426	6041	4122	4415	3500	2536	2185	4783	2295	2370	2299	1283	1417	2186	1726	1902	3346	2330	2378	2676	1911	1986	5169	3116	3776	6403	3434	3875	2223	1744	2560
563	420	535	445	220	234	1086	597	1150	957	322	594	515	328	717	1903	908	1778	1293	797	1560	975	327	852	954	566	946	852	591	701	592	388	818	2538	1906	2666	792	479	846	834	387	666	525	347	578	1190	765	1005	1132	785	1051	1788	1097	1943	1457	1007	1918	819	539	929	674	409	750	985	500	811	1217	874	1938	546	436	969	1536	975	2103	1355	777	1213	678	314	832	691	380	677	809	360	558	1894	1219	1780	933	386	846	2164	2009	2103	1423	1016	1226	1678	804	1701	1461	878	1574	2616	1909	2005	1368	1017	946	1893	835	959	950	483	607	1027	660	907	1553	949	1107	1041	821	926	2190	1176	1757	2678	1369	1521	854	808	1163
146	138	180	111	58	0	299	184	275	274	45	159	173	57	172	558	289	470	347	271	449	219	98	251	261	137	289	247	174	207	177	108	209	774	435	795	213	136	212	152	89	177	103	100	123	349	178	294	337	224	299	563	299	563	397	255	575	174	144	293	192	119	181	233	119	225	346	243	582	169	130	270	409	250	648	347	239	356	216	84	245	186	110	192	226	64	122	602	255	573	284	110	307	664	619	691	423	292	298	469	249	446	382	207	517	751	424	433	401	245	264	632	208	321	214	87	137	305	170	255	453	233	305	315	184	178	630	278	503	829	384	474	205	207	259
