E12B10a_1	E12B10a_2	E12B10a_3	E12B10b_1	E12B10b_2	E12B10b_3	E12B11_1	E12B11_2	E12B11_3	E12B12_1	E12B12_2	E12B12_3	E12B13_1	E12B13_2	E12B13_3	E12B14_1	E12B14_2	E12B14_3	E12B15_1	E12B15_2	E12B15_3	E12B16_1	E12B16_2	E12B16_3	E12B17_1	E12B17_2	E12B17_3	E12B18_1	E12B18_2	E12B18_3	E12B19_1	E12B19_2	E12B19_3	E12B1_1	E12B1_2	E12B1_3	E12B20_1	E12B20_2	E12B20_3	E12B21_1	E12B21_2	E12B21_3	E12B22_1	E12B22_2	E12B22_3	E12B23_1	E12B23_2	E12B23_3	E12B24_1	E12B24_2	E12B24_3	E12B2_1	E12B2_2	E12B2_3	E12B3a_1	E12B3a_2	E12B3a_3	E12B3b_1	E12B3b_2	E12B3b_3	E12B4_1	E12B4_2	E12B4_3	E12B5_1	E12B5_2	E12B5_3	E12B6_1	E12B6_2	E12B6_3	E12B7_1	E12B7_2	E12B7_3	E12B8_1	E12B8_2	E12B8_3	E12B9_1	E12B9_2	E12B9_3	E12L1_1	E12L1_2	E12L1_3	E12L2_1	E12L2_2	E12L2_3	E12L3_1	E12L3_2	E12L3_3	E12L4_1	E12L4_2	E12L4_3	E12L5_1	E12L5_2	E12L5_3	E12L6_1	E12L6_2	E12L6_3	E12N1_1	E12N1_2	E12N1_3	E12N2_1	E12N2_2	E12N2_3	E12N3_1	E12N3_2	E12N3_3	E12P10_1	E12P10_2	E12P10_3	E12P1_1	E12P1_2	E12P1_3	E12P2_1	E12P2_2	E12P2_3	E12P4_1	E12P4_2	E12P4_3	E12P5_1	E12P5_2	E12P5_3	E12P6_1	E12P6_2	E12P6_3	E12P7_1	E12P7_2	E12P7_3	E12P8_1	E12P8_2	E12P8_3	E12P9_1	E12P9_2	E12P9_3	E12X1_1	E12X1_2	E12X1_3
72	243	75	33	224	66	559	432	294	127	260	107	322	439	117	187	534	296	604	574	432	421	228	278	532	387	611	267	617	94	393	421	141	1031	696	720	651	564	212	587	446	296	248	458	280	626	513	462	389	533	214	105	393	0	143	480	267	150	303	213	50	285	129	231	295	348	399	680	855	245	325	311	273	552	626	106	420	73	181	275	449	247	323	654	105	87	250	499	282	717	203	266	265	519	471	475	562	469	505	360	357	489	478	435	612	415	454	961	389	610	468	385	583	553	291	433	411	333	170	263	724	318	704	403	276	846	640	382	908	539	400	694	454	490	247
221	597	179	76	606	177	1148	854	702	341	599	282	766	948	264	485	1497	856	1510	1439	1210	1007	559	800	1073	775	1153	552	1414	216	994	987	335	2648	1666	1760	1679	1443	609	1567	1146	768	676	1154	636	1486	1308	959	1079	1176	522	293	906	0	427	1256	781	374	748	500	192	685	298	488	747	850	875	2006	2046	492	828	717	651	1513	1490	234	1133	209	428	564	991	526	781	1438	239	276	512	1203	726	1729	494	649	619	1444	1337	1114	1413	1227	1290	1029	939	1248	1366	1065	1472	986	1188	2166	965	1495	1354	903	1255	1221	839	1067	937	730	432	711	1658	796	1834	1071	773	1853	1878	1052	2090	1189	1060	1690	1150	991	565
499	1204	340	171	1105	354	2397	1697	1307	667	1339	590	1722	2277	608	1060	2987	1965	3194	3514	2662	2287	1336	1654	2229	1602	2186	1048	2780	427	2236	2315	696	5611	4179	4060	3946	3181	1362	3455	2365	1770	1459	2267	1368	2948	2178	1954	2403	2737	965	569	2045	0	981	2515	1619	844	1424	1156	414	1459	741	1167	1711	1715	2132	4019	4265	1040	1569	1426	1381	3088	3092	530	2334	410	840	1199	1944	1209	1551	2901	523	528	1029	2501	1703	3575	1149	1251	1304	3245	2819	2555	3198	2385	2683	2219	2132	2735	2972	2496	3366	2281	2441	5004	1854	3473	2992	2135	2660	2456	1557	2165	1858	1574	832	1413	3889	1981	4063	2582	1784	3509	4069	2070	4028	2311	2070	3369	2189	2185	1120
1084	2609	811	327	2170	734	4544	3277	2535	1361	2789	1203	3290	4278	1380	2106	6573	4192	6834	6857	5549	4159	2571	3271	3905	3253	3840	2074	5004	863	4355	4524	1482	11024	8767	7808	7754	6459	2983	6583	4883	3836	2872	4378	3027	5842	4475	4104	4987	5116	2112	1343	4046	0	1875	5244	3495	1619	3117	2553	980	2942	1666	2292	3386	3946	4159	8568	9349	2075	3298	2941	2786	6161	6707	1146	4817	931	1572	2287	3996	2270	3173	5969	1019	1246	2007	5414	3278	7854	2134	2701	2875	6016	5676	5294	6209	4816	5745	4862	4556	6049	5999	4662	7609	4618	5385	10534	4027	7042	6094	4006	5946	5100	3263	3956	3575	3120	1695	2978	7546	3781	7830	5411	3512	7222	8407	4732	8450	4454	4638	6604	4270	4209	2450
1664	4151	1242	581	3490	1240	6511	4447	3584	2184	4645	1912	5309	6887	2142	3554	10714	6772	10928	10772	8553	6929	4066	5244	5742	4669	5113	3402	7183	1365	6805	7120	2466	16469	13415	11603	12619	10512	4771	10894	8141	6065	4816	6929	4711	8460	6633	6108	7983	7799	3457	2105	6438	1024	3018	8200	5339	2609	5092	4103	1581	4434	2590	3427	5347	6053	6692	13407	14598	2971	4676	4225	4276	9347	10101	1736	7567	1379	2440	3425	5973	3678	4977	9053	1684	1871	3125	8950	5540	12409	3592	4288	4700	9870	9498	8211	9818	7761	8926	7992	7152	9334	9624	7651	12494	7373	8570	15859	6274	11116	9558	6557	9775	7745	5150	6418	5709	4696	2787	4479	12036	6389	12257	8324	5756	11088	12740	7597	12844	6780	7340	9801	6480	6066	3776
1958	4981	1381	777	4104	1483	7303	4728	3924	2576	5560	2226	6222	8016	2348	4294	12624	7868	12560	12387	9937	8336	4716	6211	6389	4993	5197	4022	8255	1555	7777	8334	2934	18828	14908	12772	14450	12522	5604	13039	9577	7006	5967	8074	5456	9200	7381	6775	9361	9428	4013	2474	7386	1767	3530	9434	6119	3021	5940	4791	1833	4800	2954	3797	6170	6870	7804	15308	16853	3203	5003	4514	4960	10919	11428	1972	8484	1541	2811	3877	6828	4317	5689	10146	1955	1989	3650	10492	6663	14552	4411	5189	5658	11476	11233	9456	11297	8827	10218	9613	8142	10499	11116	8881	15193	8457	9756	17675	7060	12713	11039	7786	11721	8585	5994	7623	6611	5249	3271	5116	13634	7600	14396	9571	6964	12624	15160	8766	14429	7603	8428	11321	7192	6517	4266
1510	4133	1122	681	3498	1221	5745	3599	3029	2088	4550	1937	5092	6836	1816	3505	10362	6479	10137	9649	8111	6929	3893	5277	5019	3865	3699	3384	6596	1228	6232	7186	2458	14856	11087	9741	11543	10355	4566	10672	7670	5712	5098	6493	4372	7109	6042	5407	7850	7365	3176	1948	5845	1398	2839	7545	4894	2368	4947	4017	1469	3699	2395	2973	5011	5542	6192	12164	13595	2523	3684	3386	4055	8864	9178	1538	6573	1165	2162	3134	5410	3537	4544	8104	1686	1542	3077	8682	5334	11998	3919	4304	4845	9306	9247	7743	9101	7254	8138	7933	6639	8360	8978	7521	12558	6564	7842	13609	5830	10217	8999	6445	9751	6654	5003	6160	5435	4072	2694	4117	11175	6204	11541	7811	5644	10121	12369	7044	11605	5997	6741	9165	5725	5236	3355
628	1821	474	386	1605	571	2486	1589	1313	949	1936	946	2108	3123	676	1620	4279	2957	4400	3858	3594	3078	1691	2425	2052	1521	1413	1518	2985	528	2645	3169	1072	6226	4221	3807	4698	4408	2009	4636	3272	2566	2193	2852	1840	2955	2759	2278	3353	3360	1236	837	2441	277	1163	3355	2110	944	2132	1907	632	1434	1006	1215	2077	2372	2490	5067	5702	1099	1490	1360	1770	3873	3940	641	2728	480	921	1343	2349	1459	1857	3478	823	577	1432	3762	2092	5230	1910	1875	2398	3974	3742	3480	3715	3197	3373	3308	2958	3562	3656	3152	5556	2640	3200	5437	2573	4365	3793	2906	4414	2720	2237	2531	2374	1668	1082	1742	4740	2499	4844	3472	2211	4231	5424	2906	4989	2447	2748	3914	2299	2316	1349
200	526	141	101	428	154	699	432	380	235	536	134	594	860	143	478	1066	791	1192	1090	841	993	489	647	676	469	423	412	963	157	711	910	231	1818	1214	1215	1396	1316	464	1324	864	659	544	884	462	924	807	688	950	953	319	242	787	0	347	861	529	202	486	472	177	437	264	393	631	654	800	1352	1654	359	399	442	479	1099	1170	173	923	117	228	434	774	433	500	991	290	144	326	1014	531	1487	560	418	701	1203	880	1009	1176	1073	922	885	774	959	1107	965	1411	855	809	1261	713	1086	1079	930	1134	709	653	698	723	559	285	523	1279	686	1355	903	586	1194	1467	799	1309	757	786	1089	742	750	359
