E15B11a_2	E15B11b_2	E15B11c_2	E15B12_2	E15B1_2	E15B2_1	E15B3_1	E15B4_1	E15B5a_1	E15B5b_1	E15B6a_2	E15B6b_1	E15B6c_2	E15B6d_2	E15B7_1	E15B8_2	E15B9_2	E15L1_3	E15L2_1	E15L3_1	E15L4_2	E15L5_2	E15L6_1	E15L7_2	E15L8_2	E15L9_1	E15N1_2	E15N3_3	E15P10b_3	E15P11b_1	E15P12b_3	E15P13b_3	E15P14b_3	E15P15b_1	E15P1a_2	E15P3a_2	E15P4a_2	E15P5a_2	E15P6a_3	E15P7a_2	E15P8b_2	E15P9b_2	E15X2_2	E15X4_2	E15X6_2	E15X7_1	E15X8_1
529	291	253	160	78	338	205	222	156	268	273	171	179	224	224	256	188	134	66	153	311	222	50	96	207	201	183	198	287	315	236	186	164	220	250	164	140	200	285	277	138	169	186	134	111	232	274
1155	783	610	352	166	816	440	536	309	636	657	376	430	722	595	691	434	324	124	453	709	524	111	277	521	525	431	333	826	804	710	439	365	578	614	444	264	580	814	521	330	328	398	304	285	555	668
1760	1291	1061	543	263	1416	792	942	584	968	1049	615	710	1165	933	1125	833	533	217	844	1122	911	106	472	806	804	695	564	1257	1342	996	660	671	846	947	771	469	851	1141	811	494	516	772	523	499	880	1132
3240	2286	1740	903	440	2172	1557	1639	1026	2215	1813	1204	1228	2308	2210	2350	1380	1168	347	1730	2627	1353	261	951	2022	2090	1084	971	2456	2682	2579	1220	1357	1836	2216	1721	867	2255	3591	1435	1363	978	1416	635	931	1847	2238
11865	8819	6814	3375	920	8908	5538	6352	3153	8040	7847	4000	4207	7995	7176	8090	5268	3665	901	5363	8209	5363	800	2845	6234	6596	4453	3134	9291	9811	8511	5005	4602	6034	7096	5229	3326	7260	10739	4872	4205	4209	3624	1886	3061	7137	8783
19259	13457	10518	6070	1657	15342	8777	11620	5979	13932	12789	8305	6716	10134	9649	11270	8425	4801	1685	6399	10083	8391	1945	3428	8495	9405	11530	7721	13443	15697	12530	8739	8959	8985	9312	6615	5664	9721	13041	12390	5898	8291	9336	2169	4284	11274	13876
24539	15969	12702	7707	2022	18989	10687	14573	7547	17762	15861	10922	8192	11748	10944	12737	10420	5444	2143	6903	10951	10177	2560	3774	9584	10844	16363	10715	16133	18591	14898	11005	11027	10835	10377	7129	6885	11195	14195	16707	6437	10913	12446	2407	5090	13732	17002
10117	6571	5177	3247	790	7375	4002	6082	3068	7315	6579	4468	3366	4723	4405	5114	3946	2062	767	2391	4320	4123	980	1345	4040	4528	6586	4196	7657	7624	6078	4514	4456	4658	4044	2715	2892	4621	6083	7350	2445	4804	4805	737	1892	5578	6906
1189	827	611	232	68	710	390	583	314	680	688	364	347	507	407	538	399	179	53	193	410	432	44	116	355	433	744	449	1072	686	472	421	421	415	379	263	243	357	571	693	214	482	581	82	192	511	635
