a	b	r
E10B12	E10L6	0.979177367446471
E10B12	E10L8	0.872407649939287
E10B12	E10N1	NA
E10B12	E10OL1	0.962568760554732
E10B12	E10P10b	0.988040611405063
E10B12	E10P11b	0.988539583902246
E10B12	E10P13b	0.98581661801059
E10B12	E10P14b	0.974136880098258
E10B12	E10P1a	0.992631796672665
E10B12	E10P3a	0.955944436271765
E10B12	E10P4a	0.857159991502938
E10B12	E10P5a	0.982295851700075
E10B12	E10P6a	0.977732688143524
E10B12	E10P7a	0.966597220579407
E10B12	E10P8b	0.987056716689565
E10B12	E10P9b	0.978109968947822
E10B12	E10X1	0.988113002132951
E10B12	E10X2	0.988080944317492
E10B12	E10X4	0.99656006751713
E10B12	E10X5	0.998131511541232
E10B12	E10X7	0.993054312543104
E10B12	E10X8	0.907138626746955
E10B12	E10X9	0.981692539708394
E10B13	E10B14	0.969450135604436
E10B13	E10B2	0.967372309549947
E10B13	E10B3	0.968912690019942
E10B13	E10B4	0.967250798301946
E10B13	E10B5	0.968426563678959
E10B13	E10B6	0.97087581870867
E10B13	E10B7	0.972703654400021
E10B13	E10B8	0.972121841363284
E10B13	E10B9	0.963088670952876
E10B13	E10H1a	0.973961211214924
E10B13	E10H1b	0.981106638252578
E10B13	E10H1c	0.974416147999823
E10B13	E10L1	0.960562566234195
E10B13	E10L10	0.918742829006901
E10B13	E10L2	0.965505583022131
E10B13	E10L3	0.967479335153737
E10B13	E10L5	0.972155921393152
E10B13	E10L6	0.97240570393876
E10B13	E10L8	0.912445822180685
E10B13	E10N1	NA
E10B13	E10OL1	0.971948573038503
E10B13	E10P10b	0.966522922859727
E10B13	E10P11b	0.965532698172246
E10B13	E10P13b	0.961970912392568
E10B13	E10P14b	0.95237355472614
E10B13	E10P1a	0.971174515402746
E10B13	E10P3a	0.910965627698382
E10B13	E10P4a	0.898234525260953
E10B13	E10P5a	0.96959136503262
E10B13	E10P6a	0.978145949504933
E10B13	E10P7a	0.949437583267662
E10B13	E10P8b	0.962711741388832
E10B13	E10P9b	0.955573836157167
E10B13	E10X1	0.96560474798735
E10B13	E10X2	0.963881121358409
E10B13	E10X4	0.96931348789025
E10B13	E10X5	0.9684226680628
E10B13	E10X7	0.968201841900585
E10B13	E10X8	0.932531542139963
E10B13	E10X9	0.980764895196397
E10B14	E10B2	0.98860732025353
E10B14	E10B3	0.987210761551783
E10B14	E10B4	0.990436428636893
E10B14	E10B5	0.992204739067398
E10B14	E10B6	0.991138851093015
E10B14	E10B7	0.986579334354546
E10B14	E10B8	0.991564208883527
E10B14	E10B9	0.990957179052262
E10B14	E10H1a	0.981990748369306
E10B14	E10H1b	0.984633808603579
E10B14	E10H1c	0.983363639125706
E10B14	E10L1	0.980321577215704
E10B14	E10L10	0.887603153364796
E10B14	E10L2	0.964589261440135
E10B14	E10L3	0.986905302094627
E10B14	E10L5	0.963086466412746
E10B14	E10L6	0.974665368002028
E10B14	E10L8	0.863783907029381
E10B14	E10N1	NA
E10B14	E10OL1	0.96374438765253
E10B14	E10P10b	0.991872592171647
E10B14	E10P11b	0.987619929803327
E10B14	E10P13b	0.983696810856025
E10B14	E10P14b	0.971523031380106
E10B14	E10P1a	0.995925125044393
E10B14	E10P3a	0.962582605706347
E10B14	E10P4a	0.866240386112659
E10B14	E10P5a	0.978894258832366
E10B14	E10P6a	0.976580563606648
E10B14	E10P7a	0.964060143795439
E10B14	E10P8b	0.99205713020318
E10B14	E10P9b	0.988218885082924
E10B14	E10X1	0.991022595833478
E10B14	E10X2	0.992155648010761
E10B14	E10X4	0.988358814269686
E10B14	E10X5	0.99156442088903
E10B14	E10X7	0.989657928720956
E10B14	E10X8	0.904406531528767
E10B14	E10X9	0.981080271883941
E10B2	E10B3	0.993790420230578
E10B2	E10B4	0.992588899351557
E10B2	E10B5	0.993075025001499
E10B2	E10B6	0.99260704414113
E10B2	E10B7	0.985881914854318
E10B2	E10B8	0.994400543159271
E10B2	E10B9	0.994183393419269
E10B2	E10H1a	0.981227823709597
E10B2	E10H1b	0.978812157717056
E10B2	E10H1c	0.978518054643359
E10B2	E10L1	0.984692110281696
E10B2	E10L10	0.887853248883045
E10B2	E10L2	0.959900866615657
E10B2	E10L3	0.993297152579294
E10B2	E10L5	0.976415419876364
E10B2	E10L6	0.973127372357792
E10B2	E10L8	0.869800553736013
E10B2	E10N1	NA
E10B2	E10OL1	0.955285066595047
E10B2	E10P10b	0.983046281159213
E10B2	E10P11b	0.987122256245414
E10B2	E10P13b	0.983430538762108
E10B2	E10P14b	0.970941517830014
E10B2	E10P1a	0.989819729426181
E10B2	E10P3a	0.957842232700802
E10B2	E10P4a	0.83918755620399
E10B2	E10P5a	0.982538747009851
E10B2	E10P6a	0.970806734710978
E10B2	E10P7a	0.962476409660165
E10B2	E10P8b	0.984515621450088
E10B2	E10P9b	0.974240165838132
E10B2	E10X1	0.986662549623884
E10B2	E10X2	0.987329289286378
E10B2	E10X4	0.994177177930789
E10B2	E10X5	0.994388216239492
E10B2	E10X7	0.990360300280141
E10B2	E10X8	0.897646775854105
E10B2	E10X9	0.981584080901837
E10B3	E10B4	0.993566657577392
E10B3	E10B5	0.996433424864324
E10B3	E10B6	0.996923134697872
E10B3	E10B7	0.989107545621293
E10B3	E10B8	0.997710278674732
E10B3	E10B9	0.996029138358942
E10B3	E10H1a	0.983260673136254
E10B3	E10H1b	0.982847739567658
E10B3	E10H1c	0.985518974812124
E10B3	E10L1	0.987480873668762
E10B3	E10L10	0.887847129087698
E10B3	E10L2	0.964789673268402
E10B3	E10L3	0.997004371264334
E10B3	E10L5	0.980503054210725
E10B3	E10L6	0.980536936586824
E10B3	E10L8	0.882704584039544
E10B3	E10N1	NA
E10B3	E10OL1	0.953256646245057
E10B3	E10P10b	0.986131750417636
E10B3	E10P11b	0.989477460887564
E10B3	E10P13b	0.98761421941291
E10B3	E10P14b	0.975842147782637
E10B3	E10P1a	0.991956601430588
E10B3	E10P3a	0.949404097328982
E10B3	E10P4a	0.834531688138918
E10B3	E10P5a	0.987053308001691
E10B3	E10P6a	0.979692529305042
E10B3	E10P7a	0.972363538670488
E10B3	E10P8b	0.986081482836705
E10B3	E10P9b	0.972540536101738
E10B3	E10X1	0.987810719338364
E10B3	E10X2	0.989433032853014
E10B3	E10X4	0.996052601865846
E10B3	E10X5	0.99700409184319
E10B3	E10X7	0.993354097596388
E10B3	E10X8	0.905813463759063
E10B3	E10X9	0.976199628379387
E10B4	E10B5	0.996416441719234
E10B4	E10B6	0.996766128322585
E10B4	E10B7	0.989336880414003
E10B4	E10B8	0.995868332662529
E10B4	E10B9	0.997415625898119
E10B4	E10H1a	0.991173174975738
E10B4	E10H1b	0.98814923298053
E10B4	E10H1c	0.985721391590134
E10B4	E10L1	0.991054231028483
E10B4	E10L10	0.889359748294279
E10B4	E10L2	0.955440873832148
E10B4	E10L3	0.995298823718664
E10B4	E10L5	0.967010606658768
E10B4	E10L6	0.97394770793632
E10B4	E10L8	0.866581284342343
E10B4	E10N1	NA
E10B4	E10OL1	0.95802206703966
E10B4	E10P10b	0.988549708990174
E10B4	E10P11b	0.988383456503468
E10B4	E10P13b	0.984913160828204
E10B4	E10P14b	0.97000630284617
E10B4	E10P1a	0.991135711309985
E10B4	E10P3a	0.964907420678695
E10B4	E10P4a	0.840556342041478
E10B4	E10P5a	0.977796755030116
E10B4	E10P6a	0.974211004640064
E10B4	E10P7a	0.965942330816759
E10B4	E10P8b	0.990284718119622
E10B4	E10P9b	0.979830177684562
E10B4	E10X1	0.990816546299595
E10B4	E10X2	0.988323192530927
E10B4	E10X4	0.996806318227948
E10B4	E10X5	0.99718484940506
E10B4	E10X7	0.995082632524856
E10B4	E10X8	0.914389295509975
E10B4	E10X9	0.976883466569397
E10B5	E10B6	0.999294970739252
E10B5	E10B7	0.989289204524395
E10B5	E10B8	0.997804127105626
E10B5	E10B9	0.998769534789916
E10B5	E10H1a	0.986457749242407
E10B5	E10H1b	0.985820263084246
E10B5	E10H1c	0.989897005941064
E10B5	E10L1	0.989439975034174
E10B5	E10L10	0.886442876098891
E10B5	E10L2	0.963012565550179
E10B5	E10L3	0.997851594022128
E10B5	E10L5	0.97047179118664
E10B5	E10L6	0.977573777863105
E10B5	E10L8	0.870241519118344
E10B5	E10N1	NA
E10B5	E10OL1	0.961366368197591
