a	b	r
E10B5	E10P10b	0.9921066549038
E10B5	E10P11b	0.991295275027953
E10B5	E10P13b	0.989203126625
E10B5	E10P14b	0.972875290663781
E10B5	E10P1a	0.994849010330725
E10B5	E10P3a	0.959458500262162
E10B5	E10P4a	0.854374880259231
E10B5	E10P5a	0.981275252107738
E10B5	E10P6a	0.977789003878084
E10B5	E10P7a	0.971672017906037
E10B5	E10P8b	0.992734686829723
E10B5	E10P9b	0.984478407694397
E10B5	E10X1	0.992662954784103
E10B5	E10X2	0.992865388845717
E10B5	E10X4	0.996815762411774
E10B5	E10X5	0.998887058190684
E10B5	E10X7	0.996332300347765
E10B5	E10X8	0.909342994080897
E10B5	E10X9	0.975909560474954
E10B6	E10B7	0.987658577307289
E10B6	E10B8	0.998547607839735
E10B6	E10B9	0.998431731258769
E10B6	E10H1a	0.985474122031819
E10B6	E10H1b	0.986286591921494
E10B6	E10H1c	0.991432161675694
E10B6	E10L1	0.987936791733938
E10B6	E10L10	0.883291507198374
E10B6	E10L2	0.967470542741565
E10B6	E10L3	0.99862698157651
E10B6	E10L5	0.971956108816099
E10B6	E10L6	0.980869229788084
E10B6	E10L8	0.871142010037442
E10B6	E10N1	NA
E10B6	E10OL1	0.96187138794298
E10B6	E10P10b	0.992238203866644
E10B6	E10P11b	0.99259435084828
E10B6	E10P13b	0.991003957783214
E10B6	E10P14b	0.974454514833171
E10B6	E10P1a	0.994926654224831
E10B6	E10P3a	0.956935451793292
E10B6	E10P4a	0.85681440565559
E10B6	E10P5a	0.984006219535107
E10B6	E10P6a	0.978215497059337
E10B6	E10P7a	0.97323503171349
E10B6	E10P8b	0.992547437529339
E10B6	E10P9b	0.982740741923184
E10B6	E10X1	0.993425631644201
E10B6	E10X2	0.993161173073946
E10B6	E10X4	0.996786074755971
E10B6	E10X5	0.998757437914832
E10B6	E10X7	0.994505055455755
E10B6	E10X8	0.909718764304703
E10B6	E10X9	0.977801512008415
E10B7	E10B8	0.987632547455097
E10B7	E10B9	0.988086281177633
E10B7	E10H1a	0.993731847944638
E10B7	E10H1b	0.993207047132851
E10B7	E10H1c	0.976879372410876
E10B7	E10L1	0.994863781759381
E10B7	E10L10	0.93221047808635
E10B7	E10L2	0.949977944594112
E10B7	E10L3	0.985196974501522
E10B7	E10L5	0.972703443232473
E10B7	E10L6	0.965784313203293
E10B7	E10L8	0.916167492531046
E10B7	E10N1	NA
E10B7	E10OL1	0.954950414353637
E10B7	E10P10b	0.98370780814659
E10B7	E10P11b	0.980945202680474
E10B7	E10P13b	0.977151403472224
E10B7	E10P14b	0.967809978285123
E10B7	E10P1a	0.98876271965229
E10B7	E10P3a	0.945067059926703
E10B7	E10P4a	0.83876654272328
E10B7	E10P5a	0.97089223089183
E10B7	E10P6a	0.986741365679897
E10B7	E10P7a	0.963437593572489
E10B7	E10P8b	0.982919966348822
E10B7	E10P9b	0.974099293538618
E10B7	E10X1	0.984553921806369
E10B7	E10X2	0.982235641739368
E10B7	E10X4	0.989692775885334
E10B7	E10X5	0.98940061087299
E10B7	E10X7	0.996623337442556
E10B7	E10X8	0.941894768534115
E10B7	E10X9	0.968435133704538
E10B8	E10B9	0.996834480888482
E10B8	E10H1a	0.983873218503034
E10B8	E10H1b	0.984994468803773
E10B8	E10H1c	0.989970223104782
E10B8	E10L1	0.985460435921578
E10B8	E10L10	0.881590238829152
E10B8	E10L2	0.967316490329631
E10B8	E10L3	0.997322930215008
E10B8	E10L5	0.97757255813708
E10B8	E10L6	0.982645086196186
E10B8	E10L8	0.874379923054118
E10B8	E10N1	NA
E10B8	E10OL1	0.959277991436429
E10B8	E10P10b	0.988393245997818
E10B8	E10P11b	0.990310804897885
E10B8	E10P13b	0.988089849513929
E10B8	E10P14b	0.9745302568486
E10B8	E10P1a	0.994090513071635
E10B8	E10P3a	0.95199735290229
E10B8	E10P4a	0.847943992367993
E10B8	E10P5a	0.987304725297994
E10B8	E10P6a	0.978411307374468
E10B8	E10P7a	0.968608421144998
E10B8	E10P8b	0.988676756188763
E10B8	E10P9b	0.977776571899074
E10B8	E10X1	0.990384575411698
E10B8	E10X2	0.990716524239656
E10B8	E10X4	0.997135430681419
E10B8	E10X5	0.998551331397189
E10B8	E10X7	0.993371820268553
E10B8	E10X8	0.90397833191465
E10B8	E10X9	0.980608052469073
E10B9	E10H1a	0.986275773312268
E10B9	E10H1b	0.983691512389655
E10B9	E10H1c	0.984998588460738
E10B9	E10L1	0.990071569216549
E10B9	E10L10	0.885678780170387
E10B9	E10L2	0.957905904847004
E10B9	E10L3	0.998528419823358
E10B9	E10L5	0.968999296451625
E10B9	E10L6	0.973563750426484
E10B9	E10L8	0.864278854825025
E10B9	E10N1	NA
E10B9	E10OL1	0.958003128761777
E10B9	E10P10b	0.990645453523148
E10B9	E10P11b	0.990731524459071
E10B9	E10P13b	0.988604466589199
E10B9	E10P14b	0.972593046887615
E10B9	E10P1a	0.993184757877641
E10B9	E10P3a	0.965260966417361
E10B9	E10P4a	0.840083181676582
E10B9	E10P5a	0.980032964025135
E10B9	E10P6a	0.973649982522094
E10B9	E10P7a	0.969771757469027
E10B9	E10P8b	0.99222797399202
E10B9	E10P9b	0.98251145834612
E10B9	E10X1	0.992328056921156
E10B9	E10X2	0.992165294931811
E10B9	E10X4	0.997366435332382
E10B9	E10X5	0.998512622849997
E10B9	E10X7	0.995180824813236
E10B9	E10X8	0.906829733492437
E10B9	E10X9	0.975722431600738
E10H1a	E10H1b	0.994137528666049
E10H1a	E10H1c	0.978452526947084
E10H1a	E10L1	0.994192111460658
E10H1a	E10L10	0.922577195811334
E10H1a	E10L2	0.940719263997975
E10H1a	E10L3	0.982789728067088
E10H1a	E10L5	0.959191584158305
E10H1a	E10L6	0.960149322917024
E10H1a	E10L8	0.896825239659953
E10H1a	E10N1	NA
E10H1a	E10OL1	0.95339711173823
E10H1a	E10P10b	0.979407582242553
E10H1a	E10P11b	0.974425232577857
E10H1a	E10P13b	0.970922023186222
E10H1a	E10P14b	0.96366427160389
E10H1a	E10P1a	0.98031358328315
E10H1a	E10P3a	0.951957306680775
E10H1a	E10P4a	0.839483596555061
E10H1a	E10P5a	0.960975961932047
E10H1a	E10P6a	0.977016294535237
E10H1a	E10P7a	0.959356880888146
E10H1a	E10P8b	0.979097777347624
E10H1a	E10P9b	0.969611496960434
E10H1a	E10X1	0.978596987669305
E10H1a	E10X2	0.975993573146432
E10H1a	E10X4	0.986459709436152
E10H1a	E10X5	0.987032744448799
E10H1a	E10X7	0.991828101537769
E10H1a	E10X8	0.939027060917866
E10H1a	E10X9	0.965659251171164
E10H1b	E10H1c	0.984115480392606
E10H1b	E10L1	0.989725560775867
E10H1b	E10L10	0.925044927118426
E10H1b	E10L2	0.954511338115229
E10H1b	E10L3	0.982040155412004
E10H1b	E10L5	0.962315235209138
E10H1b	E10L6	0.972700713976325
E10H1b	E10L8	0.913763600564321
E10H1b	E10N1	NA
E10H1b	E10OL1	0.961871083707645
E10H1b	E10P10b	0.984068498278451
E10H1b	E10P11b	0.979628489483685
E10H1b	E10P13b	0.978023674055014
E10H1b	E10P14b	0.965193932145803
E10H1b	E10P1a	0.986650372788822
E10H1b	E10P3a	0.935840462334453
E10H1b	E10P4a	0.862787175227605
E10H1b	E10P5a	0.970272500669415
E10H1b	E10P6a	0.989450380693013
E10H1b	E10P7a	0.963504323680867
E10H1b	E10P8b	0.983132837590856
E10H1b	E10P9b	0.974054165081486
E10H1b	E10X1	0.984271074765314
E10H1b	E10X2	0.98126043552319
E10H1b	E10X4	0.984433554299343
E10H1b	E10X5	0.984612943208322
E10H1b	E10X7	0.990606953982848
E10H1b	E10X8	0.94783266636704
E10H1b	E10X9	0.969761816391319
E10H1c	E10L1	0.975952497096903
E10H1c	E10L10	0.865678915594818
E10H1c	E10L2	0.974424465193039
E10H1c	E10L3	0.985696774426913
E10H1c	E10L5	0.953685598504215
E10H1c	E10L6	0.985618746015866
E10H1c	E10L8	0.859457517859208
E10H1c	E10N1	NA
E10H1c	E10OL1	0.956343199698748
E10H1c	E10P10b	0.988614992864108
E10H1c	E10P11b	0.986630583821821
E10H1c	E10P13b	0.985960635348838
E10H1c	E10P14b	0.971886040476534
E10H1c	E10P1a	0.987883170857378
E10H1c	E10P3a	0.937813043639779
E10H1c	E10P4a	0.884291463590095
E10H1c	E10P5a	0.975125821619831
E10H1c	E10P6a	0.974060139621929
E10H1c	E10P7a	0.973557633563329
E10H1c	E10P8b	0.985515554483004
E10H1c	E10P9b	0.978598409351957
E10H1c	E10X1	0.984256001249995
E10H1c	E10X2	0.986832023210891
E10H1c	E10X4	0.982399088742506
E10H1c	E10X5	0.989341164830139
E10H1c	E10X7	0.982251874708321
E10H1c	E10X8	0.8969105980608
E10H1c	E10X9	0.968644364945957
E10L1	E10L10	0.917808226297965
E10L1	E10L2	0.943611104298348
E10L1	E10L3	0.986062454173842
E10L1	E10L5	0.958954546982496
E10L1	E10L6	0.957155885966202
E10L1	E10L8	0.899567517869274
E10L1	E10N1	NA
E10L1	E10OL1	0.941794160583786
E10L1	E10P10b	0.983089184999157
E10L1	E10P11b	0.979569902684781
E10L1	E10P13b	0.978562390060135
E10L1	E10P14b	0.970918854012205
E10L1	E10P1a	0.98420539883052
E10L1	E10P3a	0.95352051100698
E10L1	E10P4a	0.826002553006809
E10L1	E10P5a	0.962291495685341
E10L1	E10P6a	0.978060706430863
E10L1	E10P7a	0.968588779707362
E10L1	E10P8b	0.983351116325309
E10L1	E10P9b	0.973095552978383
E10L1	E10X1	0.983616009629688
E10L1	E10X2	0.981579583236033
E10L1	E10X4	0.987904287670046
E10L1	E10X5	0.989968148330199
E10L1	E10X7	0.995012921009082
E10L1	E10X8	0.933626105053541
E10L1	E10X9	0.957288135152138
E10L10	E10L2	0.844986197098821
E10L10	E10L3	0.883244614728536
E10L10	E10L5	0.912158989003523
E10L10	E10L6	0.868379119213283
E10L10	E10L8	0.951164287760367
E10L10	E10N1	NA
E10L10	E10OL1	0.915390903572148
E10L10	E10P10b	0.88349310421174
E10L10	E10P11b	0.875671694803136
E10L10	E10P13b	0.867824252998781
E10L10	E10P14b	0.851411943177661
E10L10	E10P1a	0.89564332901977
E10L10	E10P3a	0.82260042802958
E10L10	E10P4a	0.764368020761753
E10L10	E10P5a	0.866035133097176
E10L10	E10P6a	0.927998882824909
E10L10	E10P7a	0.861509184748903
E10L10	E10P8b	0.883418291831097
E10L10	E10P9b	0.881024483111319
E10L10	E10X1	0.888614174528824
E10L10	E10X2	0.877228232292855
E10L10	E10X4	0.898502426344388
E10L10	E10X5	0.884981005096684
E10L10	E10X7	0.913798055531263
E10L10	E10X8	0.973995081391107
E10L10	E10X9	0.892099795100812
E10L2	E10L3	0.961461149805093
E10L2	E10L5	0.947141628097877
E10L2	E10L6	0.979641737869055
E10L2	E10L8	0.862035325340402
E10L2	E10N1	NA
E10L2	E10OL1	0.934573539417626
E10L2	E10P10b	0.975728086774958
E10L2	E10P11b	0.981094863620844
E10L2	E10P13b	0.982796004364638
E10L2	E10P14b	0.976822198529168
E10L2	E10P1a	0.974220599498262
E10L2	E10P3a	0.918529049178434
E10L2	E10P4a	0.916200511738469
E10L2	E10P5a	0.977351314875113
E10L2	E10P6a	0.963785759412345
E10L2	E10P7a	0.961850334133431
E10L2	E10P8b	0.970831974600327
E10L2	E10P9b	0.961424863185791
E10L2	E10X1	0.974064115128168
E10L2	E10X2	0.978257920313369
E10L2	E10X4	0.953339273971479
E10L2	E10X5	0.964904244042892
E10L2	E10X7	0.952106862686385
E10L2	E10X8	0.869611472052463
E10L2	E10X9	0.967851302808355
E10L3	E10L5	0.975425691355926
E10L3	E10L6	0.978115548859926
E10L3	E10L8	0.869920412217074
E10L3	E10N1	NA
E10L3	E10OL1	0.960689153854538
E10L3	E10P10b	0.987641116182128
E10L3	E10P11b	0.990357103978552
E10L3	E10P13b	0.988741848764952
E10L3	E10P14b	0.97054359494334
E10L3	E10P1a	0.991358367225455
E10L3	E10P3a	0.956045602648506
E10L3	E10P4a	0.842691706366291
E10L3	E10P5a	0.984897697993991
E10L3	E10P6a	0.974514306950192
E10L3	E10P7a	0.970665900610687
E10L3	E10P8b	0.989115497279959
E10L3	E10P9b	0.977107550471254
E10L3	E10X1	0.990734204374756
E10L3	E10X2	0.990268012321918
E10L3	E10X4	0.997247654604662
E10L3	E10X5	0.997206640055601
E10L3	E10X7	0.992541217581965
E10L3	E10X8	0.907121606715176
E10L3	E10X9	0.978059177524034
E10L5	E10L6	0.968109626480883
E10L5	E10L8	0.915829720642633
E10L5	E10N1	NA
E10L5	E10OL1	0.954759506339936
E10L5	E10P10b	0.953332152199827
E10L5	E10P11b	0.962419347013687
E10L5	E10P13b	0.956329041057538
E10L5	E10P14b	0.941352094690011
E10L5	E10P1a	0.968798408992879
E10L5	E10P3a	0.901524582855338
E10L5	E10P4a	0.813875619175577
E10L5	E10P5a	0.979381494444907
E10L5	E10P6a	0.968885143350204
E10L5	E10P7a	0.933076389073918
E10L5	E10P8b	0.95407503576381
E10L5	E10P9b	0.936814839327018
E10L5	E10X1	0.961830639328475
E10L5	E10X2	0.959954531609398
E10L5	E10X4	0.980205278599022
E10L5	E10X5	0.972083089309221
E10L5	E10X7	0.972214408709662
E10L5	E10X8	0.916616218800262
E10L5	E10X9	0.976298686919029
E10L6	E10L8	0.869643845025107
E10L6	E10N1	NA
E10L6	E10OL1	0.957928653930385
E10L6	E10P10b	0.9770326301378
E10L6	E10P11b	0.98404100764908
E10L6	E10P13b	0.981115263200159
E10L6	E10P14b	0.959638665525364
E10L6	E10P1a	0.981925220420227
E10L6	E10P3a	0.912344897823241
E10L6	E10P4a	0.870392340195969
E10L6	E10P5a	0.987880405686154
E10L6	E10P6a	0.972737351626246
E10L6	E10P7a	0.959947964941841
E10L6	E10P8b	0.976759667186513
E10L6	E10P9b	0.962020241469818
E10L6	E10X1	0.979496191795032
E10L6	E10X2	0.982206185292996
E10L6	E10X4	0.974908988186783
E10L6	E10X5	0.97721739212336
E10L6	E10X7	0.969741164428095
E10L6	E10X8	0.894891928274522
E10L6	E10X9	0.977995541424869
E10L8	E10N1	NA
E10L8	E10OL1	0.868746198664207
E10L8	E10P10b	0.862546793924593
E10L8	E10P11b	0.863112512082024
E10L8	E10P13b	0.865230476408634
E10L8	E10P14b	0.862083108963367
E10L8	E10P1a	0.879569048923781
E10L8	E10P3a	0.765502642938204
E10L8	E10P4a	0.76750181190213
E10L8	E10P5a	0.878228848724797
E10L8	E10P6a	0.935495464296915
E10L8	E10P7a	0.852930517924749
E10L8	E10P8b	0.858223339001455
E10L8	E10P9b	0.839661014159848
E10L8	E10X1	0.871798291710217
E10L8	E10X2	0.863454818058933
E10L8	E10X4	0.877904704818115
E10L8	E10X5	0.869438440563743
E10L8	E10X7	0.895158719123357
E10L8	E10X8	0.952868613162004
E10L8	E10X9	0.867701255726471
E10N1	E10OL1	NA
E10N1	E10P10b	NA
E10N1	E10P11b	NA
E10N1	E10P13b	NA
E10N1	E10P14b	NA
E10N1	E10P1a	NA
E10N1	E10P3a	NA
E10N1	E10P4a	NA
E10N1	E10P5a	NA
E10N1	E10P6a	NA
E10N1	E10P7a	NA
E10N1	E10P8b	NA
E10N1	E10P9b	NA
E10N1	E10X1	NA
E10N1	E10X2	NA
E10N1	E10X4	NA
E10N1	E10X5	NA
E10N1	E10X7	NA
E10N1	E10X8	NA
E10N1	E10X9	NA
E10OL1	E10P10b	0.956010925783652
E10OL1	E10P11b	0.950172362729338
E10OL1	E10P13b	0.943665267930104
E10OL1	E10P14b	0.90542865626005
E10OL1	E10P1a	0.96678084800485
E10OL1	E10P3a	0.904015133658316
E10OL1	E10P4a	0.881085771977876
E10OL1	E10P5a	0.947329310161523
E10OL1	E10P6a	0.958696697861665
E10OL1	E10P7a	0.930239199532914
E10OL1	E10P8b	0.956599943281768
E10OL1	E10P9b	0.960457818521799
E10OL1	E10X1	0.958153983100046
E10OL1	E10X2	0.952209354868754
E10OL1	E10X4	0.965093860516887
E10OL1	E10X5	0.956391171958786
E10OL1	E10X7	0.959650440409068
E10OL1	E10X8	0.935708920342606
E10OL1	E10X9	0.971814105318627
E10P10b	E10P11b	0.996085821114967
E10P10b	E10P13b	0.995030874268319
E10P10b	E10P14b	0.980455039262752
E10P10b	E10P1a	0.995400990540861
E10P10b	E10P3a	0.962898459013103
E10P10b	E10P4a	0.88672110998414
E10P10b	E10P5a	0.976629603764114
E10P10b	E10P6a	0.97692138511276
E10P10b	E10P7a	0.977835059556932
E10P10b	E10P8b	0.998883440289385
E10P10b	E10P9b	0.994634416231377
E10P10b	E10X1	0.997223401941731
E10P10b	E10X2	0.997757355423582
E10P10b	E10X4	0.984568545700341
E10P10b	E10X5	0.991117649527749
E10P10b	E10X7	0.988309666921658
E10P10b	E10X8	0.906483926858583
E10P10b	E10X9	0.971838677693726
E10P11b	E10P13b	0.99829863855043
E10P11b	E10P14b	0.983626585086459
E10P11b	E10P1a	0.993803157160125
E10P11b	E10P3a	0.960161737475211
E10P11b	E10P4a	0.876194161202607
E10P11b	E10P5a	0.987476094727436
E10P11b	E10P6a	0.97637799127541
E10P11b	E10P7a	0.975048079524657
E10P11b	E10P8b	0.996264511379818
E10P11b	E10P9b	0.986326563082902
E10P11b	E10X1	0.997048972745945
E10P11b	E10X2	0.997743287156256
E10P11b	E10X4	0.985773240464449
E10P11b	E10X5	0.991221208536715
E10P11b	E10X7	0.985863811242889
E10P11b	E10X8	0.895836153917933
E10P11b	E10X9	0.978638596713855
E10P13b	E10P14b	0.986972415536931
E10P13b	E10P1a	0.991568068291542
E10P13b	E10P3a	0.95554628713161
E10P13b	E10P4a	0.880691956016518
E10P13b	E10P5a	0.985345489237829
E10P13b	E10P6a	0.976901620471739
E10P13b	E10P7a	0.978507091912851
E10P13b	E10P8b	0.994613267693808
E10P13b	E10P9b	0.984127669060839
E10P13b	E10X1	0.995628868905943
E10P13b	E10X2	0.997032645911831
E10P13b	E10X4	0.98166162759912
E10P13b	E10X5	0.988717192633704
E10P13b	E10X7	0.982642278861363
E10P13b	E10X8	0.893287453167139
E10P13b	E10X9	0.971926799124174
E10P14b	E10P1a	0.975298809912888
E10P14b	E10P3a	0.956355666379337
E10P14b	E10P4a	0.86062412391828
E10P14b	E10P5a	0.973526128907402
E10P14b	E10P6a	0.966906187294682
E10P14b	E10P7a	0.970425242891089
E10P14b	E10P8b	0.977110860294146
E10P14b	E10P9b	0.964572272668359
E10P14b	E10X1	0.976081045584619
E10P14b	E10X2	0.982492846806671
E10P14b	E10X4	0.963238780039576
E10P14b	E10X5	0.976746954036752
E10P14b	E10X7	0.967274404850966
E10P14b	E10X8	0.863144220887512
E10P14b	E10X9	0.958575404917733
E10P1a	E10P3a	0.95424352301397
E10P1a	E10P4a	0.870111006114924
E10P1a	E10P5a	0.984111779439481
E10P1a	E10P6a	0.984731641439408
E10P1a	E10P7a	0.974902425876264
E10P1a	E10P8b	0.994931708319889
E10P1a	E10P9b	0.989999059420305
E10P1a	E10X1	0.995519890842135
E10P1a	E10X2	0.995651560229556
E10P1a	E10X4	0.991015911714258
E10P1a	E10X5	0.993925335426654
E10P1a	E10X7	0.992291358251595
E10P1a	E10X8	0.914503179959504
E10P1a	E10X9	0.980421669574464
E10P3a	E10P4a	0.820130491410738
E10P3a	E10P5a	0.93470515594607
E10P3a	E10P6a	0.919121982812752
E10P3a	E10P7a	0.936649019714936
E10P3a	E10P8b	0.966177610579485
E10P3a	E10P9b	0.964352053792156
E10P3a	E10X1	0.959160869934246
E10P3a	E10X2	0.959727734037444
E10P3a	E10X4	0.953345025394752
E10P3a	E10X5	0.961392043505072
E10P3a	E10X7	0.953691621670716
E10P3a	E10X8	0.832604862632287
E10P3a	E10X9	0.945487687660336
E10P4a	E10P5a	0.852162949949653
E10P4a	E10P6a	0.869619599885155
E10P4a	E10P7a	0.852345629656155
E10P4a	E10P8b	0.87749763039631
E10P4a	E10P9b	0.893015556783761
E10P4a	E10X1	0.877191816953076
E10P4a	E10X2	0.875236783129497
E10P4a	E10X4	0.833534261123388
E10P4a	E10X5	0.847736920559311
E10P4a	E10X7	0.843936917606368
E10P4a	E10X8	0.810292476999207
E10P4a	E10X9	0.86950457627212
E10P5a	E10P6a	0.976884578746929
E10P5a	E10P7a	0.961323338121318
E10P5a	E10P8b	0.977972776175554
E10P5a	E10P9b	0.960677348063561
E10P5a	E10X1	0.982120684938601
E10P5a	E10X2	0.984003045440124
E10P5a	E10X4	0.980162969338048
E10P5a	E10X5	0.981431878435894
E10P5a	E10X7	0.973941053059145
E10P5a	E10X8	0.884048315217546
E10P5a	E10X9	0.986038432251391
E10P6a	E10P7a	0.962322529479397
E10P6a	E10P8b	0.975195146004334
E10P6a	E10P9b	0.966719634164656
E10P6a	E10X1	0.977719428305346
E10P6a	E10X2	0.976277256941859
E10P6a	E10X4	0.975589794198324
E10P6a	E10X5	0.97564433892149
E10P6a	E10X7	0.983157149341837
E10P6a	E10X8	0.944384263294077
E10P6a	E10X9	0.970108114828548
E10P7a	E10P8b	0.974977631412773
E10P7a	E10P9b	0.969306962431401
E10P7a	E10X1	0.972610463847305
E10P7a	E10X2	0.975489682640824
E10P7a	E10X4	0.960593147047784
E10P7a	E10X5	0.970051879052961
E10P7a	E10X7	0.96408175707205
E10P7a	E10X8	0.884549696438553
E10P7a	E10X9	0.943460609619695
E10P8b	E10P9b	0.994647053287012
E10P8b	E10X1	0.998474148136502
E10P8b	E10X2	0.99797357815669
E10P8b	E10X4	0.986161439393351
E10P8b	E10X5	0.991211268399056
E10P8b	E10X7	0.989093807014507
E10P8b	E10X8	0.906725197390598
E10P8b	E10X9	0.973627672262695
E10P9b	E10X1	0.990516321890193
E10P9b	E10X2	0.989385699332356
E10P9b	E10X4	0.975842844428584
E10P9b	E10X5	0.981742390015663
E10P9b	E10X7	0.981064700058863
E10P9b	E10X8	0.8997483959703
E10P9b	E10X9	0.964896707305764
E10X1	E10X2	0.997651980646584
E10X1	E10X4	0.988036260874801
E10X1	E10X5	0.991524743025512
E10X1	E10X7	0.989862456236255
E10X1	E10X8	0.914550990499747
E10X1	E10X9	0.976049839787612
E10X2	E10X4	0.985832835217538
E10X2	E10X5	0.99202191403072
E10X2	E10X7	0.987492006854737
E10X2	E10X8	0.898596510860496
E10X2	E10X9	0.975403295630616
E10X4	E10X5	0.99722556299309
E10X4	E10X7	0.995875785316241
E10X4	E10X8	0.917928084988053
E10X4	E10X9	0.979199609092509
E10X5	E10X7	0.995477125235797
E10X5	E10X8	0.90523723471134
E10X5	E10X9	0.977036008554485
E10X7	E10X8	0.931860693361619
E10X7	E10X9	0.970716512811903
E10X8	E10X9	0.898145034542456
E11B1	E11B2a	0.946553294911045
E11B1	E11B2b	0.999637111887557
E11B1	E11B2c	0.964824727992749
E11B1	E11B3	0.993377195171658
E11B1	E11B4	0.995685824963376
E11B1	E11H1	0.984630520901592
E11B1	E11L1	0.938971597289938
E11B1	E11L2p	0.969667751798235
E11B1	E11L3	0.979849830623135
E11B1	E11L5	0.971708752332665
E11B1	E11L6	0.968074280140782
E11B1	E11L7	0.900483482707188
E11B1	E11N4	NA
E11B1	E11N6	-0.167091088981214
E11B1	E11P1	0.931932970861702
E11B1	E11P10	0.997623980644837
E11B1	E11P11	0.990651658017256
E11B1	E11P13	0.982384355422707
E11B1	E11P2	0.95926336063002
E11B1	E11P3	0.955007714758516
E11B1	E11P7	0.99803658530697
E11B1	E11P8	0.991991323472783
E11B1	E11P9	0.99824193425569
E11B1	E11X2	0.999224623072749
E11B1	E11X4	0.874867620239829
E11B2a	E11B2b	0.944281189985821
E11B2a	E11B2c	0.929693425941247
E11B2a	E11B3	0.93430931018586
E11B2a	E11B4	0.953626498893651
E11B2a	E11H1	0.946142625201145
E11B2a	E11L1	0.956134687949618
E11B2a	E11L2p	0.972932582790041
E11B2a	E11L3	0.959101527254438
E11B2a	E11L5	0.926175390049985
E11B2a	E11L6	0.927866838246695
E11B2a	E11L7	0.930047835310199
E11B2a	E11N4	NA
E11B2a	E11N6	-0.174822734660925
E11B2a	E11P1	0.977193369244442
E11B2a	E11P10	0.942109168234444
E11B2a	E11P11	0.937581858159671
E11B2a	E11P13	0.924386473570908
E11B2a	E11P2	0.96742924299436
E11B2a	E11P3	0.988867105931094
E11B2a	E11P7	0.934626485564497
E11B2a	E11P8	0.934287006137706
E11B2a	E11P9	0.936166086050452
E11B2a	E11X2	0.951676841325533
E11B2a	E11X4	0.959916648460219
E11B2b	E11B2c	0.969060048827064
E11B2b	E11B3	0.994560312546613
E11B2b	E11B4	0.993994813684202
E11B2b	E11H1	0.987602692154201
E11B2b	E11L1	0.931142571251019
E11B2b	E11L2p	0.96653497371167
E11B2b	E11L3	0.977092158558058
E11B2b	E11L5	0.974592201587796
E11B2b	E11L6	0.963805497678601
E11B2b	E11L7	0.895932671361518
E11B2b	E11N4	NA
E11B2b	E11N6	-0.166903098663334
E11B2b	E11P1	0.928030099124576
E11B2b	E11P10	0.998752037222608
E11B2b	E11P11	0.993091278182275
E11B2b	E11P13	0.985857373016459
E11B2b	E11P2	0.954979609632272
E11B2b	E11P3	0.952021354432485
E11B2b	E11P7	0.998481873531603
E11B2b	E11P8	0.990036227239683
E11B2b	E11P9	0.999208304052426
E11B2b	E11X2	0.999609350861499
E11B2b	E11X4	0.875526123691907
E11B2c	E11B3	0.981931173712649
E11B2c	E11B4	0.942876073243801
E11B2c	E11H1	0.988203537054968
E11B2c	E11L1	0.853573097459512
E11B2c	E11L2p	0.934202116040758
E11B2c	E11L3	0.944401530443326
E11B2c	E11L5	0.990905899894397
E11B2c	E11L6	0.881519146133216
E11B2c	E11L7	0.87035242927568
E11B2c	E11N4	NA
E11B2c	E11N6	-0.132992677043623
E11B2c	E11P1	0.90407726145555
E11B2c	E11P10	0.977536396755575
E11B2c	E11P11	0.987347145217223
E11B2c	E11P13	0.992538515506493
E11B2c	E11P2	0.913382089023954
E11B2c	E11P3	0.92130333810811
E11B2c	E11P7	0.958857029344998
E11B2c	E11P8	0.953029134111231
E11B2c	E11P9	0.973271146648706
E11B2c	E11X2	0.972754993268883
E11B2c	E11X4	0.894911873541295
E11B3	E11B4	0.980506921717105
E11B3	E11H1	0.992364868406149
E11B3	E11L1	0.905537964579071
E11B3	E11L2p	0.954173155944791
E11B3	E11L3	0.967382957403188
E11B3	E11L5	0.983216683782528
E11B3	E11L6	0.934098663953097
E11B3	E11L7	0.893317682274768
E11B3	E11N4	NA
E11B3	E11N6	-0.107120356682552
E11B3	E11P1	0.912908360210854
E11B3	E11P10	0.997938076616813
E11B3	E11P11	0.997945421766838
E11B3	E11P13	0.995591221386029
E11B3	E11P2	0.936154500501595
E11B3	E11P3	0.937833015575882
E11B3	E11P7	0.989713317907809
E11B3	E11P8	0.989381170915096
E11B3	E11P9	0.995629181480739
E11B3	E11X2	0.994844756056053
E11B3	E11X4	0.870973075436728
E11B4	E11H1	0.972274566138989
E11B4	E11L1	0.959255345394962
E11B4	E11L2p	0.974490378559459
E11B4	E11L3	0.978557436298591
E11B4	E11L5	0.951300758497517
E11B4	E11L6	0.98269027036997
E11B4	E11L7	0.906473577433198
E11B4	E11N4	NA
E11B4	E11N6	-0.183203427068561
E11B4	E11P1	0.937066157429232
E11B4	E11P10	0.988603417945915
E11B4	E11P11	0.977644633266183
E11B4	E11P13	0.964382315336097
E11B4	E11P2	0.964559837097122
E11B4	E11P3	0.961307197900224
E11B4	E11P7	0.994640490949882
E11B4	E11P8	0.984194172453634
E11B4	E11P9	0.990293512907508
E11B4	E11X2	0.993430639994248
E11B4	E11X4	0.874126043035166
E11H1	E11L1	0.890764392864868
E11H1	E11L2p	0.94871618553462
E11H1	E11L3	0.955339281720501
