E8B1_1	E8B1_2	E8B1_3	E8B2_1	E8B2_2	E8B2_3	E8B3_1	E8B3_2	E8B3_3	E8B4_1	E8B4_2	E8B4_3	E8B5_1	E8B5_2	E8B5_3	E8B6_1	E8B6_2	E8B6_3	E8B7_1	E8B7_2	E8B7_3	E8B8a_1	E8B8a_2	E8B8a_3	E8B8b_1	E8B8b_2	E8B8b_3	E8B8c_1	E8B8c_2	E8B8c_3	E8H1_1	E8H1_2	E8H1_3	E8N1_1	E8N1_2	E8N1_3	E8N2_1	E8N2_2	E8N2_3	E8N3_1	E8N3_2	E8N3_3	E8P1_1	E8P1_2	E8P1_3	E8P2_1	E8P2_2	E8P2_3	E8P3_1	E8P3_2	E8P3_3	E8P4_1	E8P4_2	E8P4_3	E8P5_1	E8P5_2	E8P5_3	E8P6_1	E8P6_2	E8P6_3	E8P7_1	E8P7_2	E8P7_3	E8P8_1	E8P8_2	E8P8_3	E8P9_1	E8P9_2	E8P9_3	E8X1_1	E8X1_2	E8X1_3
1478	409	800	2286	812	1275	1486	598	747	1310	600	1979	885	598	274	2040	817	965	5023	3479	2351	675	1035	1870	1003	957	1655	799	304	750	1018	644	1254	671	953	706	1422	939	575	845	738	842	1042	1104	1009	1289	1444	1603	1073	969	900	1437	728	617	1165	639	771	650	405	464	1387	952	1010	3721	3491	5608	965	261	1033	1084	997	1008
3109	978	1746	4272	2094	2450	3317	1420	1972	2698	1233	3795	1883	1275	706	4011	2261	2566	7950	6128	4314	2108	2833	4954	2749	2233	4365	1935	760	1585	2534	1745	3055	1482	2139	1841	2269	1816	1531	2006	1599	1953	2808	2708	2874	3221	3517	4167	2696	2499	2106	3254	1917	1572	2467	1378	1910	1740	1125	1135	3663	2290	2475	6690	6385	10514	2718	795	2372	2325	2027	2181
7336	2653	4229	9720	4839	5178	8593	4008	4889	5167	2490	5146	4191	2878	1952	9174	5824	6501	9913	7437	5158	5396	7285	12209	7445	5861	10299	4562	2075	3810	6877	5030	7769	3856	5479	3962	3472	2573	3495	4564	3093	4391	7724	8438	7361	8776	10357	11110	7316	7238	6050	8275	5139	4082	5044	3175	3801	4217	2562	2808	9750	5395	6903	10591	9258	13521	6924	2161	5697	5440	3990	4004
12395	4694	7275	15619	7261	8715	14645	7084	8568	7664	3677	5504	6548	4779	3246	14540	9857	11257	9872	6878	5079	10065	12941	21903	13469	10672	18405	7502	3843	6823	12014	9057	13251	7026	9674	7055	4044	3126	6017	8321	4518	7756	13066	14741	12896	15317	18324	19664	12731	12887	10856	14498	9375	7652	7871	5346	5759	7427	4286	4767	16545	9270	11988	13530	10788	14407	11694	3873	9340	8700	6374	6847
14795	6014	8790	18652	8569	10820	17961	8992	10944	8798	3957	4492	7900	5781	4174	16316	11598	13403	7631	5292	3871	13015	16138	27314	16891	13609	22552	9654	4971	8348	14809	11244	17036	8764	12170	9247	3872	2913	7499	10540	5164	10427	15639	17935	16199	19105	22319	24435	16353	16364	13609	19173	11966	9777	9382	6784	6934	9556	5658	5952	21232	11456	14968	13757	9941	12643	14227	4739	10847	9808	7840	7896
13509	5315	7842	16718	7324	8953	15300	7578	9833	7531	3247	2695	6985	5005	3537	13496	9305	10792	4436	2607	1997	11732	14326	24496	14674	11766	19876	8765	4396	8018	12687	9898	14764	8234	11244	8619	2781	2083	6807	9641	4315	9611	13620	15497	13418	16768	18504	20637	13877	14538	11625	17407	10603	8726	8692	5905	5971	8650	5030	5155	17580	9535	13086	10409	6584	7825	11984	4246	9202	8243	6882	6711
7258	2764	4165	8305	3638	4273	8265	3841	5231	3980	1624	1045	3428	2574	1664	5847	3951	4646	1821	1206	981	6425	7599	14051	7778	6215	11149	4876	2468	4541	6573	5091	7551	5067	6567	5095	1209	817	4315	5445	2322	5628	6377	7417	6511	7685	8872	10043	6171	7018	5760	9527	5943	4991	4512	3398	2984	4837	2709	2813	8348	4491	6132	4299	2550	3424	5596	1619	3889	4191	3476	3247
2422	845	1510	2781	1243	1242	2681	1053	1702	1376	576	434	1182	712	505	1467	923	1174	435	352	285	2131	2613	5203	2250	1771	3976	1820	847	1796	1900	1513	2382	2060	2530	2211	666	481	1788	2219	949	2512	1874	2069	1953	2266	2514	2729	1872	1758	1649	3766	1963	1982	1697	1295	1337	1965	955	987	2732	1005	1761	1552	922	1138	1503	288	1132	1450	1237	1293
