E8B1_1	E8B1_2	E8B1_3	E8B2_1	E8B2_2	E8B2_3	E8B3_1	E8B3_2	E8B3_3	E8B4_1	E8B4_2	E8B4_3	E8B5_1	E8B5_2	E8B5_3	E8B6_1	E8B6_2	E8B6_3	E8B7_1	E8B7_2	E8B7_3	E8B8a_1	E8B8a_2	E8B8a_3	E8B8b_1	E8B8b_2	E8B8b_3	E8B8c_1	E8B8c_2	E8B8c_3	E8H1_1	E8H1_2	E8H1_3	E8N1_1	E8N1_2	E8N1_3	E8N2_1	E8N2_2	E8N2_3	E8N3_1	E8N3_2	E8N3_3	E8P1_1	E8P1_2	E8P1_3	E8P2_1	E8P2_2	E8P2_3	E8P3_1	E8P3_2	E8P3_3	E8P4_1	E8P4_2	E8P4_3	E8P5_1	E8P5_2	E8P5_3	E8P6_1	E8P6_2	E8P6_3	E8P7_1	E8P7_2	E8P7_3	E8P8_1	E8P8_2	E8P8_3	E8P9_1	E8P9_2	E8P9_3	E8X1_1	E8X1_2	E8X1_3
502	317	318	451	0	275	715	344	542	466	278	264	295	273	213	1669	1133	1066	674	543	388	266	633	736	696	126	682	340	253	371	632	676	659	265	244	289	275	251	307	373	201	336	1058	947	853	1114	950	1042	1119	829	1085	629	279	415	110	201	137	559	298	306	1716	1045	1317	1500	1152	1200	512	152	408	416	360	302
1488	954	1202	1493	143	786	2179	1107	1530	1506	1011	1038	865	721	690	5545	4364	3653	2332	2096	1476	830	1855	1916	2309	384	2175	1257	776	957	1785	2125	2108	645	645	706	768	662	810	837	552	785	3666	3230	3069	3682	3336	3462	3792	3192	3487	1828	855	1173	423	579	399	1394	934	941	5768	4036	4467	4569	3979	4251	1804	756	1593	1176	924	887
3941	2899	3194	3856	562	2314	6105	3572	4516	3706	2674	2655	2442	2388	2304	12555	10688	8797	5798	4740	3601	2580	5449	5410	6480	1275	5711	3903	2526	2937	5182	6159	5796	2339	2495	2527	2523	2404	2218	2549	2111	2430	9149	8367	7512	9730	9174	8985	9958	8823	9209	5230	2919	3548	1433	1797	1491	3750	3086	3091	12875	10331	11144	10810	10005	10694	4279	1621	4254	3578	2953	2527
6499	4962	5289	6379	1054	4019	10414	6485	7996	6069	4499	4270	4350	4094	4113	19451	16835	14089	9315	7505	5609	4776	9996	9889	11046	2299	9710	7107	4613	5249	9023	10505	9715	5009	5672	5617	5460	5045	4947	5405	4552	5158	14906	13929	12484	16456	15722	15580	17025	15394	15683	9260	5507	6270	2696	3384	2654	6868	5942	5697	21523	17413	18116	17138	16305	17027	7084	2536	6768	6263	5304	4489
6914	5215	5795	6821	1254	4378	12041	7425	9330	6410	4619	4198	5030	4869	4650	19255	16927	14337	9435	7584	5666	5704	12330	11802	12499	2659	10740	8488	5657	6483	10187	11796	10974	7754	8553	8626	7956	7529	7323	8310	6671	7868	15709	14784	13232	17401	16694	16916	18563	16709	17724	10587	6893	7582	3636	4293	3306	8385	7661	6923	22042	18355	18484	18326	17613	17706	7707	2644	6961	7148	6138	5608
4320	3144	3651	3688	733	2651	7735	4674	6265	3435	2462	2216	3402	3169	2862	9966	8878	7479	5047	4081	3073	3858	8645	8337	7590	1703	6791	5876	4188	5041	6408	7371	6789	7729	8462	8397	7779	7480	7412	8189	6406	7667	9035	8184	7087	9515	9258	9549	9942	9076	9821	7652	5036	5475	2859	3380	2666	6307	6095	5678	11639	9641	10163	9517	9328	9409	3936	1180	3840	5231	4360	3967
1236	619	848	632	165	647	1957	1011	1951	598	408	390	1136	962	724	1595	1162	1115	856	611	500	1023	2403	2516	1588	442	1640	1865	1349	1838	1403	1639	1757	3260	3798	4028	3407	3334	3478	3473	2607	3510	1626	1405	1139	1861	1350	1531	1899	1225	1898	2046	1605	1845	967	1306	1021	2115	2088	2063	2118	1398	1670	1782	1350	1450	610	148	601	1619	1445	1372
268	87	127	71	0	43	268	151	288	71	45	0	143	95	129	237	111	114	104	81	88	146	251	379	142	0	262	256	166	362	93	205	266	426	381	479	431	476	455	519	355	441	316	279	228	245	166	206	267	161	266	301	146	221	207	124	139	361	386	309	311	204	179	312	191	210	78	0	72	133	211	193
