	Liv1	Liv2a	Normal1	PT1	PT2	PT3	PT4	PT5	PT6
Liv1	0	0.777649448733566	1.0471975511966	0.522916286780445	0.441327038516376	0.475017229106425	0.440956284405323	0.706720919023579	0.467019533863193
Liv2a	0.777649448733566	0	1.0471975511966	1.05310175607243	1.00569080107	1.06716342138773	0.908362265391981	1.04265806844551	0.642456252453679
Normal1	1.0471975511966	1.0471975511966	0	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966
PT1	0.522916286780445	1.05310175607243	1.0471975511966	0	0.170123838237804	0.34426236609578	0.17471705724894	0.777638669972607	0.684309032348793
PT2	0.441327038516376	1.00569080107	1.0471975511966	0.170123838237804	0	0.270352513210331	0.190793990253685	0.709579453517687	0.582931740383079
PT3	0.475017229106425	1.06716342138773	1.0471975511966	0.34426236609578	0.270352513210331	0	0.37575083924939	0.636019830523386	0.603427281182358
PT4	0.440956284405323	0.908362265391981	1.0471975511966	0.17471705724894	0.190793990253685	0.37575083924939	0	0.772254963564277	0.578918724062588
PT5	0.706720919023579	1.04265806844551	1.0471975511966	0.777638669972607	0.709579453517687	0.636019830523386	0.772254963564277	0	0.565419025994699
PT6	0.467019533863193	0.642456252453679	1.0471975511966	0.684309032348793	0.582931740383079	0.603427281182358	0.578918724062588	0.565419025994699	0
