	Liv1a	Liv1b	Liv1c	Liv2	LN1	LN2	LN3	LN4	LN5a	LN5b	LN6	Normal1	Per1	Per10	Per11	Per12	Per13	Per14a	Per14b	Per14c	Per15a	Per15b	Per15c	Per16a	Per16b	Per16c	Per2	Per3	Per4a	Per4b	Per5	Per6	Per7	Per8	Per9	PT1	PT10	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9
Per9	0.403204827935395	0.398045838197953	0.313252200805525	0.549156302749222	0.331721118976921	0.412514749470297	0.525721879374298	0.431177499913259	0.274377824948208	0.184917426880071	0.315077527842338	1.0471975511966	0.304425526566006	0.285187312095735	0.227378306786788	0.325115867867195	0.345333103820451	1.03008076421751	0.367642320442039	0.689440987331355	0.298339943910575	0.46687745345585	0.469460704103294	0.585405324271218	0.460754661232635	0.579970198339389	0.206298582191225	0.239518268538201	0.355264880809889	0.233404264839831	0.402501141360865	0.234275489151931	0.582281823523781	0.373764906643635	0	0.343929046380785	0.492239484397632	0.377106334301145	0.475235857922229	0.305182435981492	0.320366009832578	0.399680671307094	0.307230652386151	0.458239404389716	0.45481264883738
PT1	0.295628945064727	0.306902537314244	0.365004544205401	0.645701471867677	0.246002163496329	0.288093439325994	0.391779893612489	0.224800235685371	0.23107368715868	0.385552966641151	0.255318836246167	1.0471975511966	0.282601162590297	0.231839454466148	0.380101550414793	0.313319235771464	0.512442379987794	1.16189489679922	0.5434590485823	0.852669168442128	0.415132014203908	0.404066557008565	0.416982834727325	0.657218984918738	0.530426745916397	0.609180222806645	0.324974032280521	0.282540739010055	0.35073378089706	0.340284580241818	0.517878398596643	0.382068628923693	0.640328776591783	0.17908216959889	0.343929046380785	0	0.432553279529537	0.218635618436291	0.377002434237145	0.23147061522293	0.208869810005696	0.223488107848184	0.23448400917518	0.294437016238707	0.455669876766923
PT10	0.562874369559487	0.490485457219332	0.596820411014016	0.881096609072595	0.512700457799461	0.524671662471308	0.637823853536029	0.492855363881571	0.458488853889058	0.518964941048808	0.533113703292157	1.0471975511966	0.464988099390183	0.487123138308693	0.516497934209	0.52642486902844	0.705322936683539	1.24532923833615	0.631367887352616	0.933152912045178	0.604520151552537	0.699731320004915	0.730678369922998	0.925935805375376	0.784416733212661	0.856459917528724	0.475790635686726	0.529922552953525	0.619279529268827	0.464233420146929	0.720252616830651	0.506379703291677	0.693597890145624	0.518826137932433	0.492239484397632	0.432553279529537	0	0.449005360790682	0.414949561699223	0.47469639213726	0.474128277183617	0.526076929978857	0.37513497668068	0.491737980413123	0.439338778448259
PT2	0.346334168989794	0.311687441928406	0.396594633117896	0.670995229247074	0.343430113493077	0.325333735724258	0.489335077946973	0.34535865216063	0.315391164159779	0.447523531282612	0.368475050952	1.0471975511966	0.372894886397115	0.295853362136303	0.424942868639514	0.314643437157112	0.55939422591973	1.17309907701931	0.533579574760417	0.851998423279479	0.443530116782688	0.518908900669134	0.495769986575657	0.719665022272373	0.63476546503871	0.644396056114501	0.414774616041199	0.354118844142241	0.460782048075352	0.432021956091159	0.589514181904626	0.420132174312168	0.71008739803951	0.252607963839253	0.377106334301145	0.218635618436291	0.449005360790682	0	0.409900577627543	0.329347291131565	0.295417660391997	0.298701175422667	0.302534485987104	0.313277698772998	0.447597381102021
PT3	0.440139108722877	0.419151859948016	0.525889696320454	0.754121679573711	0.454888878513046	0.494330033012834	0.455323795911165	0.444418295811346	0.464404692071991	0.537682842183053	0.465794577327361	1.0471975511966	0.443665934011914	0.481076717376808	0.535594572203437	0.546667222543783	0.645109566715812	1.05207463322529	0.623231431710081	0.857617999908869	0.610688913280784	0.58323796620468	0.601040388111799	0.722528940279047	0.631163852846406	0.660805864033863	0.43237120149256	0.464978834209748	0.499746897274907	0.462242405116249	0.650915790976214	0.495502736148158	0.81663672670309	0.452132289170214	0.475235857922229	0.377002434237145	0.414949561699223	0.409900577627543	0	0.462548532565514	0.4674496295988	0.379967329349211	0.340830425134457	0.456831003803743	0.411596928635776
PT4	0.412351993099156	0.45060293398187	0.383064587133259	0.57055456096746	0.192034248243445	0.367872885788721	0.436584820263403	0.298547303004242	0.207367211239954	0.318547886851441	0.236677951259023	1.0471975511966	0.310599442767414	0.163778765094491	0.289213994887457	0.253063252510751	0.409474226992216	1.15291512577783	0.463370182076794	0.82174369244645	0.303723874515212	0.353954529160399	0.354756860340908	0.604511838706783	0.454157935249009	0.601054355433345	0.261441800718175	0.193454645671561	0.262512758784592	0.248504243338297	0.463240560246633	0.335116132371344	0.528929483379362	0.25312442417922	0.305182435981492	0.23147061522293	0.47469639213726	0.329347291131565	0.462548532565514	0	0.142723469329819	0.376305767501389	0.330927102474265	0.356748396639278	0.484019845802723
PT5	0.372592272116435	0.404367518144866	0.365040724391409	0.600762133481448	0.228219345544051	0.328026177084829	0.473436396051924	0.319083428462165	0.206771247581723	0.318696444772261	0.24550979310033	1.0471975511966	0.293414567746954	0.178229987697207	0.292381864826786	0.259454547332365	0.473717426675977	1.17375962740109	0.491556349732553	0.82881836485545	0.354001637483518	0.406155070375499	0.399213518197372	0.638162547754981	0.497284003666906	0.626304888095934	0.28116938966323	0.181456574684336	0.295874275942427	0.290439492809952	0.476099510358565	0.350890004987469	0.575247252441239	0.219210881971094	0.320366009832578	0.208869810005696	0.474128277183617	0.295417660391997	0.4674496295988	0.142723469329819	0	0.372418348931804	0.321792560488763	0.356584537902706	0.479248582855799
PT6	0.273658534751098	0.29104510953764	0.396079758675184	0.674161661974279	0.325706961543609	0.344052175819044	0.363990316140323	0.281486796423817	0.320199175541158	0.459986491848864	0.302086044394769	1.0471975511966	0.3161673148037	0.374553199225147	0.492079727750596	0.431068817367465	0.566528673525278	1.15047097492463	0.612332274803898	0.897105105168164	0.472729632857048	0.43700224975785	0.466084333698462	0.674425774878662	0.556619709190953	0.620401417253733	0.414548681893153	0.381272039619109	0.429799368247804	0.437774381766076	0.577046896054669	0.422141908130228	0.756682121702999	0.245048813048099	0.399680671307094	0.223488107848184	0.526076929978857	0.298701175422667	0.379967329349211	0.376305767501389	0.372418348931804	0	0.27482097626857	0.332680100007531	0.511778695003455
PT7	0.324092046501438	0.275970646437461	0.345630711126045	0.702633300020349	0.343307851746381	0.393674041804356	0.457753476339186	0.357285109434777	0.295841940936262	0.386260157376347	0.349668760196819	1.0471975511966	0.286086519852846	0.346906391950362	0.365344785514721	0.390686136280279	0.537533215516424	1.11994037702847	0.476951735921516	0.822068460557569	0.451988107678169	0.469991536060811	0.504851146447871	0.692234702509519	0.556423300615061	0.684293888926044	0.317895434649099	0.343214463948495	0.393113333761044	0.32341107305568	0.53740023342453	0.322502655518127	0.637348928666093	0.341231467812996	0.307230652386151	0.23448400917518	0.37513497668068	0.302534485987104	0.340830425134457	0.330927102474265	0.321792560488763	0.27482097626857	0	0.414923267452885	0.357410443437998
PT8	0.469830392942417	0.487257360828972	0.51104936883343	0.624094341677474	0.359200260634072	0.352513388666371	0.456975276047593	0.342759550775648	0.341766806068094	0.47390554987145	0.336544831018059	1.0471975511966	0.451785885236495	0.33212399032337	0.513655529720473	0.373137663128658	0.584749602381439	1.2425734672694	0.645556797437174	0.932455277839181	0.426320727782167	0.494080483145904	0.450580617730744	0.703647531012876	0.59147835265868	0.595275483815484	0.436559070174555	0.389201343881426	0.492830383077799	0.472455821499194	0.61103099187226	0.499493781640895	0.772360443221685	0.293023974671164	0.458239404389716	0.294437016238707	0.491737980413123	0.313277698772998	0.456831003803743	0.356748396639278	0.356584537902706	0.332680100007531	0.414923267452885	0	0.502611534274322
PT9	0.554972722101554	0.507548550658934	0.493121936894628	0.737428434886188	0.540153026910433	0.503896532350409	0.580866588364478	0.556687031727167	0.48501674874122	0.528755448173243	0.533522095898347	1.0471975511966	0.557082502100312	0.499018127844225	0.438863314874894	0.503203366334405	0.62407801183599	1.11087554673225	0.481665341637039	0.805987526485067	0.518979015533999	0.621142892555782	0.588888249554616	0.750262186513144	0.633732539062267	0.705473024048266	0.424051848636547	0.492872552715751	0.536716737155711	0.441423222266224	0.593246337005615	0.470503020400092	0.68489846082866	0.551837806397109	0.45481264883738	0.455669876766923	0.439338778448259	0.447597381102021	0.411596928635776	0.484019845802723	0.479248582855799	0.511778695003455	0.357410443437998	0.502611534274322	0
