	Liv1	LN1	LN2	Normal1	PT1	PT2	PT3	SB2
Liv1	0	0.366682563501709	0.209682757329188	1.0471975511966	0.156101451444495	0.30944523268985	0.186154270066967	0.194546789932775
LN1	0.366682563501709	0	0.208273194734491	1.0471975511966	0.320897935053963	0.458698645810115	0.371998803570666	0.370312840338005
LN2	0.209682757329188	0.208273194734491	0	1.0471975511966	0.205738464081972	0.306615410361326	0.201750279749379	0.221871697142682
Normal1	1.0471975511966	1.0471975511966	1.0471975511966	0	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966
PT1	0.156101451444495	0.320897935053963	0.205738464081972	1.0471975511966	0	0.347172429371588	0.190689115895164	0.203799231963363
PT2	0.30944523268985	0.458698645810115	0.306615410361326	1.0471975511966	0.347172429371588	0	0.20758821330694	0.301002916610204
PT3	0.186154270066967	0.371998803570666	0.201750279749379	1.0471975511966	0.190689115895164	0.20758821330694	0	0.15446497532761
SB2	0.194546789932775	0.370312840338005	0.221871697142682	1.0471975511966	0.203799231963363	0.301002916610204	0.15446497532761	0
