	LN1	LN2	LN3	Normal1	PT1	PT2	PT3	PT4	PT5
LN1	0	0.164611403460883	0.229412550316993	1.0471975511966	0.183977071187161	0.323644266738561	0.304125806704478	0.303480906182149	0.283989410432163
LN2	0.164611403460883	0	0.204768875989085	1.0471975511966	0.171364854333968	0.292816266262025	0.282657588573524	0.276226422364952	0.263674860655426
LN3	0.229412550316993	0.204768875989085	0	1.0471975511966	0.193594356764458	0.257151276564661	0.240557584865178	0.200962215722736	0.271506977673944
Normal1	1.0471975511966	1.0471975511966	1.0471975511966	0	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966
PT1	0.183977071187161	0.171364854333968	0.193594356764458	1.0471975511966	0	0.262995400625799	0.233435918267809	0.26070023532757	0.246497439065291
PT2	0.323644266738561	0.292816266262025	0.257151276564661	1.0471975511966	0.262995400625799	0	0.133377451490788	0.14597980972323	0.126032896494913
PT3	0.304125806704478	0.282657588573524	0.240557584865178	1.0471975511966	0.233435918267809	0.133377451490788	0	0.194557611338328	0.164560004034682
PT4	0.303480906182149	0.276226422364952	0.200962215722736	1.0471975511966	0.26070023532757	0.14597980972323	0.194557611338328	0	0.192759025336402
PT5	0.283989410432163	0.263674860655426	0.271506977673944	1.0471975511966	0.246497439065291	0.126032896494913	0.164560004034682	0.192759025336402	0
