	Liv1a	Liv1b	LN1a	LN1b	LN2	LN3	Normal1	PT1	PT2
Liv1a	0	0.720511868473902	0.591078931451844	0.469730757947811	0.764164404402551	0.65986975623189	1.0471975511966	0.677370381180224	0.517273966315316
Liv1b	0.720511868473902	0	0.835214688519219	0.7342314469489	0.27088013856609	0.24198881550399	1.0471975511966	0.667758585186615	0.312961735610433
LN1a	0.591078931451844	0.835214688519219	0	0.218465970488851	0.708150536697601	0.669634356630966	1.0471975511966	0.568254285120654	0.672737883023988
LN1b	0.469730757947811	0.7342314469489	0.218465970488851	0	0.638063813686341	0.593185514335951	1.0471975511966	0.520977720511239	0.546821120940059
LN2	0.764164404402551	0.27088013856609	0.708150536697601	0.638063813686341	0	0.218705424326616	1.0471975511966	0.618925502173391	0.382385012165685
LN3	0.65986975623189	0.24198881550399	0.669634356630966	0.593185514335951	0.218705424326616	0	1.0471975511966	0.611837831499327	0.317296657337637
Normal1	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	0	1.0471975511966	1.0471975511966
PT1	0.677370381180224	0.667758585186615	0.568254285120654	0.520977720511239	0.618925502173391	0.611837831499327	1.0471975511966	0	0.538921843072146
PT2	0.517273966315316	0.312961735610433	0.672737883023988	0.546821120940059	0.382385012165685	0.317296657337637	1.0471975511966	0.538921843072146	0
