	Liv1	LN1	Normal1	PT1	PT2	PT3	PT4	PT5
Liv1	0	0.323948920348439	1.0471975511966	0.487933929109151	0.541236219321149	0.507223878630908	0.439701455085809	0.312329693607963
LN1	0.323948920348439	0	1.0471975511966	0.385474088396011	0.423420501689907	0.355800676359665	0.296898138527296	0.307428721318785
Normal1	1.0471975511966	1.0471975511966	0	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966
PT1	0.487933929109151	0.385474088396011	1.0471975511966	0	0.26530096090244	0.281026623701616	0.230658165474781	0.37824727438356
PT2	0.541236219321149	0.423420501689907	1.0471975511966	0.26530096090244	0	0.234052249738617	0.33237711218809	0.437560318202009
PT3	0.507223878630908	0.355800676359665	1.0471975511966	0.281026623701616	0.234052249738617	0	0.227093737174732	0.438074668840445
PT4	0.439701455085809	0.296898138527296	1.0471975511966	0.230658165474781	0.33237711218809	0.227093737174732	0	0.3686281860642
PT5	0.312329693607963	0.307428721318785	1.0471975511966	0.37824727438356	0.437560318202009	0.438074668840445	0.3686281860642	0
