	LN1	LN2	LN3	Normal1	Per10a	Per10b	Per11	Per12	Per13	Per14	Per15	Per16	Per17	Per18	Per19	Per1a	Per1b	Per2	Per20	Per21	Per22	Per23	Per24	Per3	Per4	Per5	Per6	Per7	Per8	Per9	PerOv1	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	TD1	TD2
PerOv1	0.603021609723692	0.976745714026969	0.577694204595904	1.0471975511966	0.531812392452817	0.542024656204554	0.528874421620881	0.554094894207009	0.569451790079179	0.649373390850144	0.595319251681515	0.5440894471799	0.584535398891532	0.581239907787674	0.543034829857009	0.619996496205101	0.486192087572707	0.586158800260273	0.590710038575502	0.627067184649351	0.558681384380601	0.664459854895839	0.59654464167648	0.630484586418549	0.686166879665076	0.540206827544424	0.596620152236918	0.60102544833347	0.511624913419596	0.563975615431855	0	0.48500720673753	0.504801722528799	0.561229512117204	0.606197922159961	0.551779828647606	0.526224365555493	0.525785376556093	0.537586670176309	0.660781697512824	0.566291927344787
PT1	0.343983832399546	0.699959665556739	0.703866263117118	1.0471975511966	0.255820937775756	0.24969355236497	0.288893497211518	0.392333556395175	0.247399533728875	0.473524879521116	0.288127932961856	0.244272557294142	0.314986211810675	0.240536106343231	0.29399267169407	0.346365329407913	0.282196493870466	0.24201755128029	0.321121345678057	0.306509601874378	0.30597299740556	0.375217149298037	0.301931080118094	0.325767465205166	0.345645380658603	0.329560130325995	0.349254507966856	0.384900530540375	0.320244822374891	0.252805184298567	0.48500720673753	0	0.161793121544338	0.179451241240117	0.240620823226328	0.191386835365029	0.19624979311237	0.158704883738572	0.266214802688779	0.469316785751441	0.306166941364804
PT2	0.363280365701189	0.72391764287702	0.69739203144409	1.0471975511966	0.256445977292507	0.274790141547881	0.314514084864938	0.412171900055164	0.262292051728918	0.447695123291864	0.280980802373957	0.251502116371848	0.359520202649304	0.281122614000663	0.295069935341082	0.346701743090374	0.244424107952966	0.229972532452185	0.346285279249241	0.333738165506961	0.330001956277725	0.439262511254413	0.317891806864682	0.277537268555204	0.35427287513422	0.341791586299276	0.378783631453926	0.41950546513275	0.32827388237299	0.29562020317734	0.504801722528799	0.161793121544338	0	0.183868803958369	0.229294529741323	0.197170368452154	0.193194003796474	0.169875519711135	0.275465102944896	0.455958085397094	0.269064094658948
PT3	0.290577427524218	0.629257259359493	0.773816342522305	1.0471975511966	0.224690422064627	0.224972583795008	0.287972030333917	0.36095264677254	0.197809015681149	0.431696356749536	0.246377094491903	0.228455878573777	0.358236633401582	0.251901956219924	0.262728679855246	0.305837589620408	0.316719842629445	0.197720484355285	0.260665702227862	0.253965269036243	0.269495612589967	0.363129560745159	0.280113200467294	0.325264723123101	0.278061076957767	0.301988206663194	0.31504172482755	0.362355680079305	0.34778832463328	0.243200485304065	0.561229512117204	0.179451241240117	0.183868803958369	0	0.164067018798915	0.207093053693248	0.125786401067549	0.181555929755792	0.31337496409638	0.420017877129456	0.275697399146452
PT4	0.371112288663391	0.615087335278027	0.758611843023174	1.0471975511966	0.263860311658422	0.225132898241451	0.30383557932129	0.381279375492442	0.226804023909009	0.426351175239686	0.259323669381629	0.23060261285425	0.345110368049442	0.280416437425219	0.300034669756199	0.345802319219076	0.343960279441417	0.218041527209273	0.305673927673532	0.24748753889425	0.271596762176369	0.36249152947931	0.263624333025746	0.367743841338717	0.262511059721302	0.290863304715687	0.343842706617434	0.329099964186946	0.348271440323083	0.28186888243819	0.606197922159961	0.240620823226328	0.229294529741323	0.164067018798915	0	0.225414437369053	0.21603096229863	0.225106124301311	0.393049481825574	0.446357207749806	0.284633505996448
PT5	0.315291107535136	0.679633032986989	0.703685300940694	1.0471975511966	0.31327534203087	0.296654434679716	0.308291530152116	0.364436848502431	0.245062385371337	0.435682256331476	0.232447722591171	0.262288642644632	0.33476103256964	0.273425265518883	0.307211959061148	0.347365702588795	0.319131657711354	0.25253445820371	0.343483846968953	0.280384820604568	0.299834952532192	0.366015309773278	0.346551893712578	0.284813552128763	0.293733538172323	0.322891703285998	0.323929216802307	0.405721003504627	0.290508942803254	0.267719262589797	0.551779828647606	0.191386835365029	0.197170368452154	0.207093053693248	0.225414437369053	0	0.178635889745042	0.163407487843404	0.268051119013656	0.486616180341748	0.331945962591883
PT6	0.292264612722461	0.661033149607526	0.714007836970715	1.0471975511966	0.242657517865615	0.262165443488234	0.293683393747179	0.354529687573667	0.18656545559203	0.425794079062416	0.241363354437166	0.235799252684473	0.359773348129132	0.27432184815852	0.261734823167979	0.329165671467457	0.320358603998287	0.221125927986965	0.290373377859982	0.284416040915049	0.27371165359855	0.38422819824204	0.318754335828813	0.309471494563587	0.286272476815924	0.289031799346854	0.316409596369447	0.375037747170151	0.290196905072631	0.254062380490122	0.526224365555493	0.19624979311237	0.193194003796474	0.125786401067549	0.21603096229863	0.178635889745042	0	0.186332941569354	0.272722685586751	0.397705238072495	0.303042690514255
PT7	0.3211198505132	0.721871809592715	0.713241464388219	1.0471975511966	0.264961007251537	0.231697273619122	0.235272020161824	0.368144129859529	0.227759041512846	0.410139606902555	0.199707012355448	0.198827718013031	0.310295301424881	0.196924284532433	0.27581815825295	0.331687476937531	0.284022022185528	0.247598602907345	0.27561809923861	0.254985768835996	0.255876582635817	0.365106553467067	0.260263991175913	0.245919503574155	0.347185174612084	0.284280106672973	0.298636586706617	0.345344820161598	0.286377142401941	0.191397024022004	0.525785376556093	0.158704883738572	0.169875519711135	0.181555929755792	0.225106124301311	0.163407487843404	0.186332941569354	0	0.262732144722493	0.489356336718126	0.278572799895771
PT8	0.375929131983212	0.760161220347618	0.685371009665073	1.0471975511966	0.354701642112913	0.374318840170676	0.371600547430311	0.483546378054037	0.331011108490469	0.554156570848058	0.364783454689906	0.35491427677694	0.378035742037063	0.325856499475585	0.405006227584904	0.452795827851176	0.318142962844591	0.325742713633118	0.429147361073165	0.431589561914185	0.415025369949782	0.464174548715809	0.429567514918137	0.305358017533775	0.423600400734346	0.434560837039777	0.443622162891489	0.467849627974656	0.339330732705856	0.30672309541972	0.537586670176309	0.266214802688779	0.275465102944896	0.31337496409638	0.393049481825574	0.268051119013656	0.272722685586751	0.262732144722493	0	0.527169553930231	0.406546273389272
TD1	0.627873424024941	0.761018485413138	0.831681634200987	1.0471975511966	0.362077956993379	0.453994645483827	0.554612839683552	0.521392767377179	0.390196211157418	0.599855720945874	0.519705686553437	0.443063667625823	0.580730878836428	0.508415170507975	0.460009364505443	0.555934157095271	0.52275496292751	0.46520824040297	0.51838158256587	0.508886301669945	0.53022244995252	0.56191996680848	0.489075719177787	0.546193569858003	0.406978293390461	0.4851812697901	0.539421023847083	0.536106965293967	0.559159196758502	0.541492372921564	0.660781697512824	0.469316785751441	0.455958085397094	0.420017877129456	0.446357207749806	0.486616180341748	0.397705238072495	0.489356336718126	0.527169553930231	0	0.487340932473242
