sample	tissue_type
C89L1	brown
C89L2	brown
C89L3	brown
C89L4	brown
C89L5	brown
C89L6	brown
C89M1a	red
C89M1b	red
C89M1c	red
C89M1d	red
C89M1e	red
C89M1f	red
C89M1g	red
C89M2	red
C89M3	red
C89M4	red
C89N1	darkgreen
C89N2	darkgreen
C89P1a	darkorange
C89P1b	darkorange
C89P1c	darkorange
C89P1d	darkorange
C89P1e	darkorange
C89P1f	darkorange
C89P1g	darkorange
C89P1h	darkorange
C89P1i	darkorange
