sample	tissue_type
C99N1	darkgreen
C99N2	darkgreen
C99P1a	darkorange
C99P1b	darkorange
C99P1c	darkorange
C99P1d	darkorange
C99P1e	darkorange
C99P1f	darkorange
C99P1g	darkorange
C99P1h	darkorange
C99P1i	darkorange
C99L1	brown
C99M1a	red
C99M1b	red
C99M1c	red
C99M1d	red
C99M2a	red
C99M2b	red
C99M2c	red
