Sample_ID	Real_Sample_ID
C89L1	LN1
C89L2	LN2
C89L3	LN3
C89L4	LN4
C89L5	LN5
C89L6	LN6
C89M1a	OvH1a
C89M1b	OvH1b
C89M1c	OvH1c
C89M1d	OvH1d
C89M1e	OvH1e
C89M1f	OvH1f
C89M1g	OvH1g
C89M2	Per1
C89M3	Per2
C89M4	Per3
C89N1	Normal1
C89N2	Normal2
C89P1a	PT1
C89P1b	PT2
C89P1c	PT3
C89P1e	PT4
C89P1f	PT5
C89P1g	PT6
C89P1h	PT7
C89P1i	PT8
